serialno,brokersymbol,exchangesymbol,displayname,type,exchange,primaryexchange,currency,expiry,option,right,minsize,barstarttime,streaming,strikedistance,strategy
97,TITAN,TITAN,TITAN,STK,NSE,,INR,,,,1,,10,10.0,NONE
98,UBL,UBL,UBL,STK,NSE,,INR,,,,1,,10,10.0,NONE
99,PTC,PTC,PTC,STK,NSE,,INR,,,,1,,10,2.5,NONE
100,JUSTDIAL,JUSTDIAL,JUSTDIAL,STK,NSE,,INR,,,,1,,10,10.0,NONE
101,STAR,STAR,STAR,STK,NSE,,INR,,,,1,,10,20.0,NONE
102,HCC,HCC,HCC,STK,NSE,,INR,,,,1,,10,2.5,NONE
103,CAPF,CAPF,CAPF,STK,NSE,,INR,,,,1,,10,20.0,NONE
104,THYROCARE,THYROCARE,THYROCARE,STK,NSE,,INR,,,,1,,10,0,NONE
105,DREDGECOR,DREDGECORP,DREDGECORP,STK,NSE,,INR,,,,1,,10,0,NONE
106,CESC,CESC,CESC,STK,NSE,,INR,,,,1,,10,20.0,NONE
107,BHUSANSTL,BHUSANSTL,BHUSANSTL,STK,NSE,,INR,,,,1,,10,0,NONE
108,JKIL,JKIL,JKIL,STK,NSE,,INR,,,,1,,10,0,NONE
109,CADILAHC,CADILAHC,CADILAHC,STK,NSE,,INR,,,,1,,10,10.0,NONE
110,MMFIN,M&MFIN,M&MFIN,STK,NSE,,INR,,,,1,,10,10.0,NONE
111,BATAINDIA,BATAINDIA,BATAINDIA,STK,NSE,,INR,,,,1,,10,20.0,NONE
112,INFIBEAM,INFIBEAM,INFIBEAM,STK,NSE,,INR,,,,1,,10,5.0,NONE
113,JKTYRE,JKTYRE,JKTYRE,STK,NSE,,INR,,,,1,,10,0,NONE
114,EIHOTEL,EIHOTEL,EIHOTEL,STK,NSE,,INR,,,,1,,10,0,NONE
115,IPCALAB,IPCALAB,IPCALAB,STK,NSE,,INR,,,,1,,10,0,NONE
116,SUDARSCHE,SUDARSCHEM,SUDARSCHEM,STK,NSE,,INR,,,,1,,10,0,NONE
117,ESCORTS,ESCORTS,ESCORTS,STK,NSE,,INR,,,,1,,10,20.0,NONE
118,CAPLIPOIN,CAPLIPOINT,CAPLIPOINT,STK,NSE,,INR,,,,1,,10,0,NONE
119,SMLISUZU,SMLISUZU,SMLISUZU,STK,NSE,,INR,,,,1,,10,0,NONE
120,CUB,CUB,CUB,STK,NSE,,INR,,,,1,,10,0,NONE
121,ENGINERSI,ENGINERSIN,ENGINERSIN,STK,NSE,,INR,,,,1,,10,2.5,NONE
122,MERCK,MERCK,MERCK,STK,NSE,,INR,,,,1,,10,0,NONE
123,CASTROLIN,CASTROLIND,CASTROLIND,STK,NSE,,INR,,,,1,,10,2.5,NONE
124,BAJFINANC,BAJFINANCE,BAJFINANCE,STK,NSE,,INR,,,,1,,10,50.0,NONE
125,AARTIIND,AARTIIND,AARTIIND,STK,NSE,,INR,,,,1,,10,0,NONE
126,KRBL,KRBL,KRBL,STK,NSE,,INR,,,,1,,10,0,NONE
127,JKLAKSHMI,JKLAKSHMI,JKLAKSHMI,STK,NSE,,INR,,,,1,,10,0,NONE
128,GUJGASLTD,GUJGASLTD,GUJGASLTD,STK,NSE,,INR,,,,1,,10,0,NONE
129,MMTC,MMTC,MMTC,STK,NSE,,INR,,,,1,,10,0,NONE
130,SUNPHARMA,SUNPHARMA,SUNPHARMA,STK,NSE,,INR,,,,1,,10,10.0,NONE
131,BEL,BEL,BEL,STK,NSE,,INR,,,,1,,10,5.0,NONE
132,HSIL,HSIL,HSIL,STK,NSE,,INR,,,,1,,10,0,NONE
133,DELTACORP,DELTACORP,DELTACORP,STK,NSE,,INR,,,,1,,10,0,NONE
134,INDIANB,INDIANB,INDIANB,STK,NSE,,INR,,,,1,,10,10.0,NONE
135,KTKBANK,KTKBANK,KTKBANK,STK,NSE,,INR,,,,1,,10,5.0,NONE
136,LTFH,L&TFH,L&TFH,STK,NSE,,INR,,,,1,,10,5.0,NONE
137,PRESTIGE,PRESTIGE,PRESTIGE,STK,NSE,,INR,,,,1,,10,0,NONE
138,BBTC,BBTC,BBTC,STK,NSE,,INR,,,,1,,10,0,NONE
139,ORIENTBAN,ORIENTBANK,ORIENTBANK,STK,NSE,,INR,,,,1,,10,5.0,NONE
140,EXIDEIND,EXIDEIND,EXIDEIND,STK,NSE,,INR,,,,1,,10,5.0,NONE
141,ICIL,ICIL,ICIL,STK,NSE,,INR,,,,1,,10,5.0,NONE
142,AMBUJACEM,AMBUJACEM,AMBUJACEM,STK,NSE,,INR,,,,1,,10,5.0,NONE
143,BFUTILITI,BFUTILITIE,BFUTILITIE,STK,NSE,,INR,,,,1,,10,0,NONE
144,AIAENG,AIAENG,AIAENG,STK,NSE,,INR,,,,1,,10,0,NONE
145,PFIZER,PFIZER,PFIZER,STK,NSE,,INR,,,,1,,10,0,NONE
146,NFL,NFL,NFL,STK,NSE,,INR,,,,1,,10,0,NONE
147,IDEA,IDEA,IDEA,STK,NSE,,INR,,,,1,,10,2.5,NONE
148,VRLLOG,VRLLOG,VRLLOG,STK,NSE,,INR,,,,1,,10,0,NONE
149,TCS,TCS,TCS,STK,NSE,,INR,,,,1,,10,50.0,NONE
150,SONATSOFT,SONATSOFTW,SONATSOFTW,STK,NSE,,INR,,,,1,,10,0,NONE
151,LT,LT,LT,STK,NSE,,INR,,,,1,,10,20.0,NONE
152,JUBLFOOD,JUBLFOOD,JUBLFOOD,STK,NSE,,INR,,,,1,,10,50.0,NONE
153,NH,NH,NH,STK,NSE,,INR,,,,1,,10,0,NONE
154,VEDL,VEDL,VEDL,STK,NSE,,INR,,,,1,,10,10.0,NONE
155,MOTILALOF,MOTILALOFS,MOTILALOFS,STK,NSE,,INR,,,,1,,10,0,NONE
156,SREINFRA,SREINFRA,SREINFRA,STK,NSE,,INR,,,,1,,10,2.5,NONE
157,TATAMOTOR,TATAMOTORS,TATAMOTORS,STK,NSE,,INR,,,,1,,10,10.0,NONE
158,CONCOR,CONCOR,CONCOR,STK,NSE,,INR,,,,1,,10,20.0,NONE
159,DBREALTY,DBREALTY,DBREALTY,STK,NSE,,INR,,,,1,,10,0,NONE
160,NATIONALU,NATIONALUM,NATIONALUM,STK,NSE,,INR,,,,1,,10,2.5,NONE
161,KPIT,KPIT,KPIT,STK,NSE,,INR,,,,1,,10,5.0,NONE
162,KOLTEPATI,KOLTEPATIL,KOLTEPATIL,STK,NSE,,INR,,,,1,,10,0,NONE
163,POWERGRID,POWERGRID,POWERGRID,STK,NSE,,INR,,,,1,,10,2.5,NONE
164,PERSISTEN,PERSISTENT,PERSISTENT,STK,NSE,,INR,,,,1,,10,0,NONE
165,GODREJIND,GODREJIND,GODREJIND,STK,NSE,,INR,,,,1,,10,10.0,NONE
166,YESBANK,YESBANK,YESBANK,STK,NSE,,INR,,,,1,,10,10.0,NONE
167,ASTRAZEN,ASTRAZEN,ASTRAZEN,STK,NSE,,INR,,,,1,,10,0,NONE
168,SUNTV,SUNTV,SUNTV,STK,NSE,,INR,,,,1,,10,20.0,NONE
169,SWANENERG,SWANENERGY,SWANENERGY,STK,NSE,,INR,,,,1,,10,0,NONE
170,VINATIORG,VINATIORGA,VINATIORGA,STK,NSE,,INR,,,,1,,10,0,NONE
171,DEN,DEN,DEN,STK,NSE,,INR,,,,1,,10,0,NONE
172,NETWORK18,NETWORK18,NETWORK18,STK,NSE,,INR,,,,1,,10,0,NONE
173,LAKSHVILA,LAKSHVILAS,LAKSHVILAS,STK,NSE,,INR,,,,1,,10,0,NONE
174,MARKSANS,MARKSANS,MARKSANS,STK,NSE,,INR,,,,1,,10,0,NONE
175,ORIENTCEM,ORIENTCEM,ORIENTCEM,STK,NSE,,INR,,,,1,,10,0,NONE
176,FSL,FSL,FSL,STK,NSE,,INR,,,,1,,10,0,NONE
177,JETAIRWAY,JETAIRWAYS,JETAIRWAYS,STK,NSE,,INR,,,,1,,10,20.0,NONE
178,WABCOINDI,WABCOINDIA,WABCOINDIA,STK,NSE,,INR,,,,1,,10,0,NONE
179,SUPREMEIN,SUPREMEIND,SUPREMEIND,STK,NSE,,INR,,,,1,,10,0,NONE
180,RKFORGE,RKFORGE,RKFORGE,STK,NSE,,INR,,,,1,,10,0,NONE
181,LUPIN,LUPIN,LUPIN,STK,NSE,,INR,,,,1,,10,20.0,NONE
182,SYNGENE,SYNGENE,SYNGENE,STK,NSE,,INR,,,,1,,10,0,NONE
183,BAJAJHIND,BAJAJHIND,BAJAJHIND,STK,NSE,,INR,,,,1,,10,0,NONE
184,SIEMENS,SIEMENS,SIEMENS,STK,NSE,,INR,,,,1,,10,20.0,NONE
185,MRF,MRF,MRF,STK,NSE,,INR,,,,1,,10,50.0,NONE
186,POLARIS,POLARIS,POLARIS,STK,NSE,,INR,,,,1,,10,0,NONE
187,BPCL,BPCL,BPCL,STK,NSE,,INR,,,,1,,10,10.0,NONE
188,ULTRACEMC,ULTRACEMCO,ULTRACEMCO,STK,NSE,,INR,,,,1,,10,50.0,NONE
189,ITDCEM,ITDCEM,ITDCEM,STK,NSE,,INR,,,,1,,10,0,NONE
190,BALLARPUR,BALLARPUR,BALLARPUR,STK,NSE,,INR,,,,1,,10,0,NONE
191,MFSL,MFSL,MFSL,STK,NSE,,INR,,,,1,,10,10.0,NONE
192,BLUESTARC,BLUESTARCO,BLUESTARCO,STK,NSE,,INR,,,,1,,10,0,NONE
193,BALRAMCHI,BALRAMCHIN,BALRAMCHIN,STK,NSE,,INR,,,,1,,10,5.0,NONE
194,SOBHA,SOBHA,SOBHA,STK,NSE,,INR,,,,1,,10,0,NONE
195,BAJAJELEC,BAJAJELEC,BAJAJELEC,STK,NSE,,INR,,,,1,,10,0,NONE
196,APLAPOLLO,APLAPOLLO,APLAPOLLO,STK,NSE,,INR,,,,1,,10,0,NONE
197,GLENMARK,GLENMARK,GLENMARK,STK,NSE,,INR,,,,1,,10,10.0,NONE
198,FINPIPE,FINPIPE,FINPIPE,STK,NSE,,INR,,,,1,,10,0,NONE
199,GRANULES,GRANULES,GRANULES,STK,NSE,,INR,,,,1,,10,5.0,NONE
200,INTELLECT,INTELLECT,INTELLECT,STK,NSE,,INR,,,,1,,10,0,NONE
201,CROMPTON,CROMPTON,CROMPTON,STK,NSE,,INR,,,,1,,10,0,NONE
202,VIDEOIND,VIDEOIND,VIDEOIND,STK,NSE,,INR,,,,1,,10,0,NONE
203,ICICIPRUL,ICICIPRULI,ICICIPRULI,STK,NSE,,INR,,,,1,,10,10.0,NONE
204,PARAGMILK,PARAGMILK,PARAGMILK,STK,NSE,,INR,,,,1,,10,0,NONE
205,FORTIS,FORTIS,FORTIS,STK,NSE,,INR,,,,1,,10,5.0,NONE
206,JSWSTEEL,JSWSTEEL,JSWSTEEL,STK,NSE,,INR,,,,1,,10,5.0,NONE
207,ICICIBANK,ICICIBANK,ICICIBANK,STK,NSE,,INR,,,,1,,10,5.0,NONE
208,UNITECH,UNITECH,UNITECH,STK,NSE,,INR,,,,1,,10,0,NONE
209,PRAJIND,PRAJIND,PRAJIND,STK,NSE,,INR,,,,1,,10,0,NONE
210,APARINDS,APARINDS,APARINDS,STK,NSE,,INR,,,,1,,10,0,NONE
211,MARUTI,MARUTI,MARUTI,STK,NSE,,INR,,,,1,,10,50.0,NONE
212,PFS,PFS,PFS,STK,NSE,,INR,,,,1,,10,0,NONE
213,CERA,CERA,CERA,STK,NSE,,INR,,,,1,,10,0,NONE
214,INDHOTEL,INDHOTEL,INDHOTEL,STK,NSE,,INR,,,,1,,10,0,NONE
215,IRB,IRB,IRB,STK,NSE,,INR,,,,1,,10,5.0,NONE
216,GODREJCP,GODREJCP,GODREJCP,STK,NSE,,INR,,,,1,,10,20.0,NONE
217,REDINGTON,REDINGTON,REDINGTON,STK,NSE,,INR,,,,1,,10,0,NONE
218,GPPL,GPPL,GPPL,STK,NSE,,INR,,,,1,,10,0,NONE
219,EDELWEISS,EDELWEISS,EDELWEISS,STK,NSE,,INR,,,,1,,10,0,NONE
220,SCHNEIDER,SCHNEIDER,SCHNEIDER,STK,NSE,,INR,,,,1,,10,0,NONE
221,ATUL,ATUL,ATUL,STK,NSE,,INR,,,,1,,10,0,NONE
222,IBULHSGFI,IBULHSGFIN,IBULHSGFIN,STK,NSE,,INR,,,,1,,10,20.0,NONE
223,IDBI,IDBI,IDBI,STK,NSE,,INR,,,,1,,10,2.5,NONE
224,SJVN,SJVN,SJVN,STK,NSE,,INR,,,,1,,10,0,NONE
225,BALMLAWRI,BALMLAWRIE,BALMLAWRIE,STK,NSE,,INR,,,,1,,10,0,NONE
226,LAURUSLAB,LAURUSLABS,LAURUSLABS,STK,NSE,,INR,,,,1,,10,0,NONE
227,GVKPIL,GVKPIL,GVKPIL,STK,NSE,,INR,,,,1,,10,0,NONE
228,RTNPOWER,RTNPOWER,RTNPOWER,STK,NSE,,INR,,,,1,,10,0,NONE
229,SHILPAMED,SHILPAMED,SHILPAMED,STK,NSE,,INR,,,,1,,10,0,NONE
230,BRFL,BRFL,BRFL,STK,NSE,,INR,,,,1,,10,0,NONE
231,MOIL,MOIL,MOIL,STK,NSE,,INR,,,,1,,10,0,NONE
232,DISHTV,DISHTV,DISHTV,STK,NSE,,INR,,,,1,,10,2.5,NONE
233,JBCHEPHAR,JBCHEPHARM,JBCHEPHARM,STK,NSE,,INR,,,,1,,10,0,NONE
234,TV18BRDCS,TV18BRDCST,TV18BRDCST,STK,NSE,,INR,,,,1,,10,2.5,NONE
235,GHCL,GHCL,GHCL,STK,NSE,,INR,,,,1,,10,0,NONE
236,INOXWIND,INOXWIND,INOXWIND,STK,NSE,,INR,,,,1,,10,0,NONE
237,BAJAJ-AUT,BAJAJ-AUTO,BAJAJ-AUTO,STK,NSE,,INR,,,,1,,10,50.0,NONE
238,AUBANK,AUBANK,AUBANK,STK,NSE,,INR,,,,1,,10,0,NONE
239,GUJALKALI,GUJALKALI,GUJALKALI,STK,NSE,,INR,,,,1,,10,0,NONE
240,CENTURYPL,CENTURYPLY,CENTURYPLY,STK,NSE,,INR,,,,1,,10,0,NONE
241,HEIDELBER,HEIDELBERG,HEIDELBERG,STK,NSE,,INR,,,,1,,10,0,NONE
242,WELCORP,WELCORP,WELCORP,STK,NSE,,INR,,,,1,,10,0,NONE
243,ABFRL,ABFRL,ABFRL,STK,NSE,,INR,,,,1,,10,0,NONE
244,RECLTD,RECLTD,RECLTD,STK,NSE,,INR,,,,1,,10,5.0,NONE
245,MHRIL,MHRIL,MHRIL,STK,NSE,,INR,,,,1,,10,0,NONE
246,AXISBANK,AXISBANK,AXISBANK,STK,NSE,,INR,,,,1,,10,10.0,NONE
247,SBIN,SBIN,SBIN,STK,NSE,,INR,,,,1,,10,5.0,NONE
248,SUNDRMFAS,SUNDRMFAST,SUNDRMFAST,STK,NSE,,INR,,,,1,,10,0,NONE
249,PIIND,PIIND,PIIND,STK,NSE,,INR,,,,1,,10,0,NONE
250,ARVIND,ARVIND,ARVIND,STK,NSE,,INR,,,,1,,10,10.0,NONE
251,MARICO,MARICO,MARICO,STK,NSE,,INR,,,,1,,10,5.0,NONE
252,ALKEM,ALKEM,ALKEM,STK,NSE,,INR,,,,1,,10,0,NONE
253,INGERRAND,INGERRAND,INGERRAND,STK,NSE,,INR,,,,1,,10,0,NONE
254,KALPATPOW,KALPATPOWR,KALPATPOWR,STK,NSE,,INR,,,,1,,10,0,NONE
255,HTFL,HERITGFOOD,HERITGFOOD,STK,NSE,,INR,,,,1,,10,0,NONE
256,AVANTIFEE,AVANTIFEED,AVANTIFEED,STK,NSE,,INR,,,,1,,10,0,NONE
257,RCF,RCF,RCF,STK,NSE,,INR,,,,1,,10,0,NONE
258,KANSAINER,KANSAINER,KANSAINER,STK,NSE,,INR,,,,1,,10,0,NONE
259,GREENPLY,GREENPLY,GREENPLY,STK,NSE,,INR,,,,1,,10,0,NONE
260,SCI,SCI,SCI,STK,NSE,,INR,,,,1,,10,0,NONE
261,CYIENT,CYIENT,CYIENT,STK,NSE,,INR,,,,1,,10,0,NONE
262,KSCL,KSCL,KSCL,STK,NSE,,INR,,,,1,,10,20.0,NONE
263,MM,M&M,M&M,STK,NSE,,INR,,,,1,,10,10.0,NONE
264,SUNTECK,SUNTECK,SUNTECK,STK,NSE,,INR,,,,1,,10,0,NONE
265,8KMILES,8KMILES,8KMILES,STK,NSE,,INR,,,,1,,10,0,NONE
266,JINDALSTE,JINDALSTEL,JINDALSTEL,STK,NSE,,INR,,,,1,,10,5.0,NONE
267,CHAMBLFER,CHAMBLFERT,CHAMBLFERT,STK,NSE,,INR,,,,1,,10,0,NONE
268,AUROPHARM,AUROPHARMA,AUROPHARMA,STK,NSE,,INR,,,,1,,10,20.0,NONE
269,BHARATFOR,BHARATFORG,BHARATFORG,STK,NSE,,INR,,,,1,,10,10.0,NONE
270,TAKE,TAKE,TAKE,STK,NSE,,INR,,,,1,,10,0,NONE
271,NLCINDIA,NLCINDIA,NLCINDIA,STK,NSE,,INR,,,,1,,10,0,NONE
272,TVTODAY,TVTODAY,TVTODAY,STK,NSE,,INR,,,,1,,10,0,NONE
273,ONGC,ONGC,ONGC,STK,NSE,,INR,,,,1,,10,2.5,NONE
274,MINDAIND,MINDAIND,MINDAIND,STK,NSE,,INR,,,,1,,10,0,NONE
275,NAVNETEDU,NAVNETEDUL,NAVNETEDUL,STK,NSE,,INR,,,,1,,10,0,NONE
276,ALLCARGO,ALLCARGO,ALLCARGO,STK,NSE,,INR,,,,1,,10,0,NONE
277,PETRONET,PETRONET,PETRONET,STK,NSE,,INR,,,,1,,10,5.0,NONE
278,TECHM,TECHM,TECHM,STK,NSE,,INR,,,,1,,10,10.0,NONE
279,COROMANDE,COROMANDEL,COROMANDEL,STK,NSE,,INR,,,,1,,10,0,NONE
280,HIMATSEID,HIMATSEIDE,HIMATSEIDE,STK,NSE,,INR,,,,1,,10,0,NONE
281,QUESS,QUESS,QUESS,STK,NSE,,INR,,,,1,,10,0,NONE
282,FLFL,FLFL,FLFL,STK,NSE,,INR,,,,1,,10,0,NONE
283,THERMAX,THERMAX,THERMAX,STK,NSE,,INR,,,,1,,10,0,NONE
284,ANDHRABAN,ANDHRABANK,ANDHRABANK,STK,NSE,,INR,,,,1,,10,2.5,NONE
285,HDFCBANK,HDFCBANK,HDFCBANK,STK,NSE,,INR,,,,1,,10,20.0,NONE
286,HINDALCO,HINDALCO,HINDALCO,STK,NSE,,INR,,,,1,,10,5.0,NONE
287,WHIRLPOOL,WHIRLPOOL,WHIRLPOOL,STK,NSE,,INR,,,,1,,10,0,NONE
288,INDUSINDB,INDUSINDBK,INDUSINDBK,STK,NSE,,INR,,,,1,,10,20.0,NONE
289,BERGEPAIN,BERGEPAINT,BERGEPAINT,STK,NSE,,INR,,,,1,,10,5.0,NONE
290,HINDCOPPE,HINDCOPPER,HINDCOPPER,STK,NSE,,INR,,,,1,,10,0,NONE
291,RAJESHEXP,RAJESHEXPO,RAJESHEXPO,STK,NSE,,INR,,,,1,,10,0,NONE
292,ZEELEARN,ZEELEARN,ZEELEARN,STK,NSE,,INR,,,,1,,10,0,NONE
293,VESUVIUS,VESUVIUS,VESUVIUS,STK,NSE,,INR,,,,1,,10,0,NONE
294,MAHINDCIE,MAHINDCIE,MAHINDCIE,STK,NSE,,INR,,,,1,,10,0,NONE
295,VGUARD,VGUARD,VGUARD,STK,NSE,,INR,,,,1,,10,5.0,NONE
296,INDOCO,INDOCO,INDOCO,STK,NSE,,INR,,,,1,,10,0,NONE
297,BOSCHLTD,BOSCHLTD,BOSCHLTD,STK,NSE,,INR,,,,1,,10,50.0,NONE
298,PHOENIXLT,PHOENIXLTD,PHOENIXLTD,STK,NSE,,INR,,,,1,,10,0,NONE
299,ICRA,ICRA,ICRA,STK,NSE,,INR,,,,1,,10,0,NONE
300,SYNDIBANK,SYNDIBANK,SYNDIBANK,STK,NSE,,INR,,,,1,,10,2.5,NONE
301,TATACHEM,TATACHEM,TATACHEM,STK,NSE,,INR,,,,1,,10,10.0,NONE
302,HAVELLS,HAVELLS,HAVELLS,STK,NSE,,INR,,,,1,,10,10.0,NONE
303,HINDPETRO,HINDPETRO,HINDPETRO,STK,NSE,,INR,,,,1,,10,10.0,NONE
304,KITEX,KITEX,KITEX,STK,NSE,,INR,,,,1,,10,0,NONE
305,JKCEMENT,JKCEMENT,JKCEMENT,STK,NSE,,INR,,,,1,,10,0,NONE
306,LICHSGFIN,LICHSGFIN,LICHSGFIN,STK,NSE,,INR,,,,1,,10,10.0,NONE
307,APOLLOHOS,APOLLOHOSP,APOLLOHOSP,STK,NSE,,INR,,,,1,,10,20.0,NONE
308,CARBORUNI,CARBORUNIV,CARBORUNIV,STK,NSE,,INR,,,,1,,10,0,NONE
309,OBEROIRLT,OBEROIRLTY,OBEROIRLTY,STK,NSE,,INR,,,,1,,10,0,NONE
310,UNICHEMLA,UNICHEMLAB,UNICHEMLAB,STK,NSE,,INR,,,,1,,10,0,NONE
311,CUMMINSIN,CUMMINSIND,CUMMINSIND,STK,NSE,,INR,,,,1,,10,20.0,NONE
312,RAMCOCEM,RAMCOCEM,RAMCOCEM,STK,NSE,,INR,,,,1,,10,20.0,NONE
313,MRPL,MRPL,MRPL,STK,NSE,,INR,,,,1,,10,2.5,NONE
314,CENTURYTE,CENTURYTEX,CENTURYTEX,STK,NSE,,INR,,,,1,,10,50.0,NONE
315,IDFC,IDFC,IDFC,STK,NSE,,INR,,,,1,,10,2.5,NONE
316,ACC,ACC,ACC,STK,NSE,,INR,,,,1,,10,20.0,NONE
317,BANKBAROD,BANKBARODA,BANKBARODA,STK,NSE,,INR,,,,1,,10,5.0,NONE
318,LTTS,LTTS,LTTS,STK,NSE,,INR,,,,1,,10,0,NONE
319,VAKRANGEE,VAKRANGEE,VAKRANGEE,STK,NSE,,INR,,,,1,,10,0,NONE
320,BOMDYEING,BOMDYEING,BOMDYEING,STK,NSE,,INR,,,,1,,10,0,NONE
321,PNCINFRA,PNCINFRA,PNCINFRA,STK,NSE,,INR,,,,1,,10,0,NONE
322,KWALITY,KWALITY,KWALITY,STK,NSE,,INR,,,,1,,10,0,NONE
323,CARERATIN,CARERATING,CARERATING,STK,NSE,,INR,,,,1,,10,0,NONE
324,MINDACORP,MINDACORP,MINDACORP,STK,NSE,,INR,,,,1,,10,0,NONE
325,EQUITAS,EQUITAS,EQUITAS,STK,NSE,,INR,,,,1,,10,2.5,NONE
326,COALINDIA,COALINDIA,COALINDIA,STK,NSE,,INR,,,,1,,10,5.0,NONE
327,SOLARINDS,SOLARINDS,SOLARINDS,STK,NSE,,INR,,,,1,,10,0,NONE
328,GSPL,GSPL,GSPL,STK,NSE,,INR,,,,1,,10,0,NONE
329,BAJAJHLDN,BAJAJHLDNG,BAJAJHLDNG,STK,NSE,,INR,,,,1,,10,0,NONE
330,RALLIS,RALLIS,RALLIS,STK,NSE,,INR,,,,1,,10,0,NONE
331,CENTRALBK,CENTRALBK,CENTRALBK,STK,NSE,,INR,,,,1,,10,0,NONE
