serialno,symbol,servicename,type,exchange,primaryexchange,currency,expiry,option,right,minsize,barsstarttime,streamingpriority,strategy
318,NFLX,NFLX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
319,NWL,NWL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
320,NFX,NFX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
321,NEM,NEM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
322,NWSA,NWSA,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
323,NEE,NEE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
324,NLSN,NLSN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
325,NKE,NKE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
326,NI,NI,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
327,NE,NE,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
328,NBL,NBL,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
329,JWN,JWN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
330,NSC,NSC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
331,NTRS,NTRS,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
332,NOC,NOC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
333,NU,NU,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
334,NRG,NRG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
335,NUE,NUE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
336,NVDA,NVDA,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
337,KORS,KORS,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
338,ORLY,ORLY,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
339,OXY,OXY,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
340,OMC,OMC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
341,OKE,OKE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
342,ORCL,ORCL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
343,OI,OI,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
344,PCG,PCG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
345,PCAR,PCAR,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
346,PLL,PLL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
347,PH,PH,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
348,PDCO,PDCO,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
349,PAYX,PAYX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
350,BTU,BTU,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
351,PNR,PNR,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
352,PBCT,PBCT,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
353,POM,POM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
354,PEP,PEP,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
355,PKI,PKI,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
356,PRGO,PRGO,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
357,PETM,PETM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
358,PFE,PFE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
359,PM,PM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
360,PSX,PSX,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
361,PNW,PNW,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
362,PXD,PXD,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
363,PBI,PBI,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
364,PCL,PCL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
365,PNC,PNC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
366,RL,RL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
367,PPG,PPG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
368,PPL,PPL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
369,PX,PX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
370,PCP,PCP,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
371,PCLN,PCLN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
372,PFG,PFG,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
373,PG,PG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
374,PGR,PGR,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
375,PLD,PLD,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
376,PRU,PRU,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
377,PEG,PEG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
378,PSA,PSA,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
379,PHM,PHM,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
380,PVH,PVH,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
381,QEP,QEP,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
382,PWR,PWR,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
383,QCOM,QCOM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
384,DGX,DGX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
385,RRC,RRC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
386,RTN,RTN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
387,RHT,RHT,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
388,REGN,REGN,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
389,RF,RF,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
390,RSG,RSG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
391,RAI,RAI,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
392,RHI,RHI,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
393,ROK,ROK,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
394,COL,COL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
395,ROP,ROP,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
396,ROST,ROST,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
397,RDC,RDC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
398,R,R,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
399,SWY,SWY,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
400,CRM,CRM,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
401,SNDK,SNDK,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
402,SCG,SCG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
403,SLB,SLB,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
404,SNI,SNI,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
405,STX,STX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
406,SEE,SEE,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
407,SRE,SRE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
408,SHW,SHW,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
409,SIAL,SIAL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
410,SPG,SPG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
411,SLM,SLM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
412,SJM,SJM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
413,SNA,SNA,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
414,SO,SO,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
415,LUV,LUV,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
416,SWN,SWN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
417,SE,SE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
418,STJ,STJ,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
419,SWK,SWK,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
420,SPLS,SPLS,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
421,SBUX,SBUX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
422,HOT,HOT,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
423,STT,STT,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
424,SRCL,SRCL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
425,SYK,SYK,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
426,STI,STI,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
427,SYMC,SYMC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
428,SYY,SYY,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
429,TROW,TROW,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
430,TGT,TGT,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
431,TEL,TEL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
432,TE,TE,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
433,THC,THC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
434,TDC,TDC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
435,TSO,TSO,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
436,TXN,TXN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
437,TXT,TXT,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
438,HSY,HSY,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
439,TRV,TRV,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
440,TMO,TMO,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
441,TIF,TIF,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
442,TWX,TWX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
443,TWC,TWC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
444,TJX,TJX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
445,TMK,TMK,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
446,TSS,TSS,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
447,TSCO,TSCO,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
448,RIG,RIG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
449,TRIP,TRIP,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
450,FOXA,FOXA,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
451,TSN,TSN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
452,TYC,TYC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
453,USB,USB,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
454,UNP,UNP,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
455,UNH,UNH,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
456,UPS,UPS,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
457,X,X,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
458,UTX,UTX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
459,UNM,UNM,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
460,URBN,URBN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
461,VFC,VFC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
462,VLO,VLO,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
463,VAR,VAR,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
464,VTR,VTR,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
465,VRSN,VRSN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
466,VZ,VZ,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
467,VRTX,VRTX,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
468,VIAB,VIAB,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
469,V,V,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
470,VNO,VNO,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
471,VMC,VMC,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
472,WMT,WMT,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
473,WAG,WAG,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
474,DIS,DIS,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
475,GHC,GHC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
476,WM,WM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
477,WAT,WAT,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
478,WLP,WLP,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
479,WFC,WFC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
480,WDC,WDC,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
481,WU,WU,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
482,WY,WY,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
483,WHR,WHR,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
484,WFM,WFM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
485,WMB,WMB,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
486,WIN,WIN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
487,WEC,WEC,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
488,WPX,WPX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
489,WYN,WYN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
490,WYNN,WYNN,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
491,XEL,XEL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
492,XRX,XRX,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
493,XLNX,XLNX,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
494,XL,XL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
495,XYL,XYL,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
496,YHOO,YHOO,STK,SMART,NASDAQ,USD,,,,1,09:30:00?16:00:00?America/New_York,2,ADR:IDT
497,YUM,YUM,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
498,ZMH,ZMH,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
499,ZION,ZION,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
500,ZTS,ZTS,STK,SMART,NASDAQ,USD,,,,1,,100,ADR
