serialno,symbol,servicename,type,exchange,primaryexchange,currency,expiry,option,right,contractID,additionalInput,longvolume,shortvolume,aggression,minsize,barsstarttime,trailstop,preopen,streamingpriority,strategy
195,FTR,FTR,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,193.05,N,100,ADR
196,GME,GME,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,194.05,N,100,ADR
197,GCI,GCI,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,195.05,N,100,ADR
198,GPS,GPS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,196.05,N,100,ADR
199,GRMN,GRMN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,197.05,N,100,ADR
200,GD,GD,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,198.05,N,100,ADR
201,GE,GE,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,20:00:00,199.05,N,1,"ADR,IDT"
202,GGP,GGP,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,200.05,N,100,ADR
203,GIS,GIS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,201.05,N,100,ADR
204,GM,GM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,20:00:00,202.05,N,1,"ADR,IDT"
205,GPC,GPC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,203.05,N,100,ADR
206,GNW,GNW,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,204.05,N,100,ADR
207,GILD,GILD,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,205.05,N,100,ADR
208,GS,GS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,206.05,N,100,ADR
209,GT,GT,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,207.05,N,100,ADR
210,GOOG,GOOG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,208.05,N,100,ADR
211,GWW,GWW,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,209.05,N,100,ADR
212,HAL,HAL,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,210.05,N,100,ADR
213,HOG,HOG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,211.05,N,100,ADR
214,HAR,HAR,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,212.05,N,100,ADR
215,HRS,HRS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,213.05,N,100,ADR
216,HIG,HIG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,214.05,N,100,ADR
217,HAS,HAS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,215.05,N,100,ADR
218,HCP,HCP,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,216.05,N,100,ADR
219,HCN,HCN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,217.05,N,100,ADR
220,HP,HP,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,218.05,N,100,ADR
221,HES,HES,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,219.05,N,100,ADR
222,HPQ,HPQ,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,20:00:00,220.05,N,1,"ADR,IDT"
223,HD,HD,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,221.05,N,100,ADR
224,HON,HON,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,222.05,N,100,ADR
225,HRL,HRL,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,223.05,N,100,ADR
226,HSP,HSP,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,224.05,N,100,ADR
227,HST,HST,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,225.05,N,100,ADR
228,HCBK,HCBK,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,226.05,N,100,ADR
229,HUM,HUM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,227.05,N,100,ADR
230,HBAN,HBAN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,228.05,N,100,ADR
231,ITW,ITW,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,229.05,N,100,ADR
232,IR,IR,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,230.05,N,100,ADR
233,TEG,TEG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,231.05,N,100,ADR
234,INTC,INTC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,20:00:00,232.05,N,1,"ADR,IDT"
235,ICE,ICE,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,233.05,N,100,ADR
236,IBM,IBM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,234.05,N,100,ADR
237,IGT,IGT,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,235.05,N,100,ADR
238,IP,IP,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,236.05,N,100,ADR
239,IPG,IPG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,237.05,N,100,ADR
240,IFF,IFF,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,238.05,N,100,ADR
241,INTU,INTU,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,239.05,N,100,ADR
242,ISRG,ISRG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,240.05,N,100,ADR
243,IVZ,IVZ,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,241.05,N,100,ADR
244,IRM,IRM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,242.05,N,100,ADR
245,JBL,JBL,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,243.05,N,100,ADR
246,JEC,JEC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,244.05,N,100,ADR
247,JNJ,JNJ,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,245.05,N,100,ADR
248,JCI,JCI,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,246.05,N,100,ADR
249,JOY,JOY,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,247.05,N,100,ADR
250,JPM,JPM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,20:00:00,248.05,N,1,"ADR,IDT"
251,JNPR,JNPR,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,249.05,N,100,ADR
252,KSU,KSU,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,250.05,N,100,ADR
253,K,K,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,251.05,N,100,ADR
254,KEY,KEY,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,252.05,N,100,ADR
255,KMB,KMB,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,253.05,N,100,ADR
256,KIM,KIM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,254.05,N,100,ADR
257,KMI,KMI,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,255.05,N,100,ADR
258,KLAC,KLAC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,256.05,N,100,ADR
259,KSS,KSS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,257.05,N,100,ADR
260,KRFT,KRFT,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,258.05,N,100,ADR
261,KR,KR,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,259.05,N,100,ADR
262,LB,LB,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,260.05,N,100,ADR
