[Thu Sep 05 14:57:00 IST 2013] INFO: ,Symbol,BarNo,HighestHigh,LowestLow,LastPrice,Volume,CumulativeVol,VolumeSlope,MinSlopeReqd,MA,LongVolume,ShortVolume,DateTime,ruleHighestHigh,ruleCumVolumeLong,ruleSlopeLong,ruleVolumeLong,ruleLowestLow,ruleCumVolumeShort,ruleSlopeShort,ruleVolumeShort 
[Thu Sep 05 14:57:27 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5607.05,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:27 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:28 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5606.55,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:28 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:29 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5606.35,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:29 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:30 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5606.1,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:30 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:31 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,919.05,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:31 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:31 IST 2013] INFO: ,ALBK,1,9.99999999E8,0.0,71.8,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:31 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:31 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.05,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:31 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:33 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:33 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:33 IST 2013] INFO: ,ANDHRABAN,1,9.99999999E8,0.0,51.6,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:33 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:33 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.5,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:33 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:33 IST 2013] INFO: ,AMBUJACEM,1,9.99999999E8,0.0,171.2,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:33 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:33 IST 2013] INFO: ,BAJAJ-AUT,1,9.99999999E8,0.0,1919.9,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:33 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:34 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.7,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:34 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:35 IST 2013] INFO: ,BANKBAROD,1,9.99999999E8,0.0,506.25,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:35 IST,false,false,false,false,false,true,false,false 
