serialno,symbol,servicename,type,exchange,primaryexchange,currency,expiry,option,right,contractID,additionalInput,longvolume,shortvolume,aggression,minsize,barsstarttime,trailstop,preopen,streamingpriority,strategy
225,BILPOWER,BILPOWER,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
226,BIMETAL,BIMETAL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
227,BINANIIND,BINANIIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
228,BIOCON,BIOCON,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
229,BIRLACORP,BIRLACORP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
230,BIRLACOT,BIRLACOT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
231,BIRLAERIC,BIRLAERIC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
232,BSLGOLDET,BSLGOLDET,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
233,BSLNIFTY,BSLNIFTY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
234,BLKASHYAP,BLKASHYAP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
235,BLBLIMITE,BLBLIMITE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
236,BLISSGVS,BLISSGVS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
237,BLUECHIP,BLUECHIP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
238,BLUECOAST,BLUECOAST,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
239,BLUEDART,BLUEDART,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
240,BLUESTINF,BLUESTINF,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
241,BLUESTARC,BLUESTARC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
242,BOC,BOC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
243,BODALCHEM,BODALCHEM,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
244,BODHTREE,BODHTREE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
245,BBTC,BBTC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
246,BOMDYEING,BOMDYEING,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
247,BRFL,BRFL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
248,BOSCHLTD,BOSCHLTD,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
249,BPL,BPL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
250,BRANDHOUS,BRANDHOUS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
251,BRIGADE,BRIGADE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
252,BRITANNIA,BRITANNIA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
253,BROADCAST,BROADCAST,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
254,BROOKS,BROOKS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
255,BSLIMITED,BSLIMITED,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
256,BSELINFRA,BSELINFRA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
257,BSL,BSL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
258,BURNPUR,BURNPUR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
259,CMAHENDRA,CMAHENDRA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
260,CANDC,CANDC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
261,CADILAHC,CADILAHC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
262,CAIRN,CAIRN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
263,CALSOFT,CALSOFT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
264,XCHANGING,XCHANGING,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
265,CTE,CTE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
266,KOKUYOCML,KOKUYOCML,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
267,CANFINHOM,CANFINHOM,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
268,CANBK,CANBK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
269,CRMFGETF,CRMFGETF,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
270,CANTABIL,CANTABIL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
271,CARBORUNI,CARBORUNI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
272,CAREERP,CAREERP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
273,CASTROL,CASTROL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
274,CCL1,CCL1,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
275,CEATLTD,CEATLTD,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
276,CELEBRITY,CELEBRITY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
277,CELESTIAL,CELESTIAL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
278,CENTRALBK,CENTRALBK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
279,CENTUM,CENTUM,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
280,CENTENKA,CENTENKA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
281,CENTEXT,CENTEXT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
282,CENTURYPL,CENTURYPL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
283,CENTURYTE,CENTURYTE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
284,CERA,CERA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
285,CEREBRAIN,CEREBRAIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
286,CESC,CESC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
287,CHAMBLFER,CHAMBLFER,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
288,CHEMFALKA,CHEMFALKA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
289,CHENNPETR,CHENNPETR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
290,CHESLINTE,CHESLINTE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
291,CHOLAFIN,CHOLAFIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
292,CHROMATIC,CHROMATIC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
293,CNOVAPETR,CNOVAPETR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
294,CIMMCO,CIMMCO,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
295,CINEMAXIN,CINEMAXIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
296,CINELINE,CINELINE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
297,CINEVISTA,CINEVISTA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
298,CIPLA,CIPLA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
299,CUB,CUB,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
300,CLNINDIA,CLNINDIA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
301,CLASSIC,CLASSIC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
302,CLUTCHAUT,CLUTCHAUT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
303,CMC,CMC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
304,COALINDIA,COALINDIA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
305,COLPAL,COLPAL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
306,CEBBCO,CEBBCO,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
307,COMPUAGE,COMPUAGE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
308,COMPUSOFT,COMPUSOFT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
309,CCCL,CCCL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
310,CONSOFINV,CONSOFINV,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
311,CONCOR,CONCOR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
312,CORDSCABL,CORDSCABL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
313,COREEDUTE,COREEDUTE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
314,COROENGG,COROENGG,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
315,COROMANDE,COROMANDE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
316,CORPBANK,CORPBANK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
317,COSMOFILM,COSMOFILM,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
318,COUNCODOS,COUNCODOS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
319,COXKINGS,COXKINGS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
320,CREATIVEY,CREATIVEY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
321,CARERATIN,CARERATIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
322,CRESTANI,CRESTANI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
323,CRISIL,CRISIL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
324,CROMPGREA,CROMPGREA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
325,CUBEXTUB,CUBEXTUB,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
326,CUMMINSIN,CUMMINSIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
327,CYBERMEDI,CYBERMEDI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
328,CYBERTECH,CYBERTECH,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
329,DLINKINDI,DLINKINDI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
330,DABUR,DABUR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
331,DALMIABHA,DALMIABHA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
332,DALMIASUG,DALMIASUG,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
333,DATAMATIC,DATAMATIC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
334,DBCORP,DBCORP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
335,DBSTOCKBR,DBSTOCKBR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
336,DBREALTY,DBREALTY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
337,DCM,DCM,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
338,DCMSRMCON,DCMSRMCON,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
339,DCW,DCW,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
340,DENORA,DENORA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
341,DECCANCE,DECCANCE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
342,DECOLIGHT,DECOLIGHT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
343,DEEPIND,DEEPIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
344,DEEPAKFER,DEEPAKFER,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
345,DEEPAKNTR,DEEPAKNTR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
346,DELTACORP,DELTACORP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
347,DELTAMAGN,DELTAMAGN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
348,DEN,DEN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
349,DENABANK,DENABANK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
350,DCBBANK,DCBBANK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
351,DHFL,DHFL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
352,DHAMPURSU,DHAMPURSU,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
353,DHANBANK,DHANBANK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
354,DHANUKA,DHANUKA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
355,DHARSUGAR,DHARSUGAR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
356,DHUNINV,DHUNINV,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
357,DPTL,DPTL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
358,DIAPOWER,DIAPOWER,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
359,DICIND,DICIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
360,DIGJAM,DIGJAM,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
361,DISHTV,DISHTV,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
362,DISHMAN,DISHMAN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
363,DIVISLAB,DIVISLAB,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
364,DLF,DLF,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
365,DOLPHINOF,DOLPHINOF,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
366,DONEAR,DONEAR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
367,DPSCLTD,DPSCLTD,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
368,DQE,DQE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
369,DRREDDY,DRREDDY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
370,DREDGECOR,DREDGECOR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
371,DSKULKARN,DSKULKARN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
372,DUNCANSLT,DUNCANSLT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
373,DWARKESH,DWARKESH,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
374,DSSL,DSSL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
375,DYNATECH,DYNATECH,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
376,DYNAMATEC,DYNAMATEC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
377,EASTSILK,EASTSILK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
378,EASUNREYR,EASUNREYR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
379,ECEIND,ECEIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
380,ECLERX,ECLERX,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
381,EDELWEISS,EDELWEISS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
382,EDUCOMP,EDUCOMP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
383,EICHERMOT,EICHERMOT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
384,EIDPARRY,EIDPARRY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
385,EIHAHOTEL,EIHAHOTEL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
386,EIHOTEL,EIHOTEL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
387,EIMCOELEC,EIMCOELEC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
388,ELFORGE,ELFORGE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
389,ELDERPHAR,ELDERPHAR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
390,ELECON,ELECON,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
391,ELECTCAST,ELECTCAST,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
392,ESL,ESL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
393,ELECTHERM,ELECTHERM,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
394,ELGIEQUIP,ELGIEQUIP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
395,ELGIRUBCO,ELGIRUBCO,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
396,ELNET,ELNET,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
397,EMAMIINFR,EMAMIINFR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
398,EMAMILTD,EMAMILTD,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
399,EMCO,EMCO,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
400,EMKAY,EMKAY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
401,EMMBI,EMMBI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
402,EDL,EDL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
403,EMPEESUG,EMPEESUG,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
404,ENERGYDEV,ENERGYDEV,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
405,ENGINERSI,ENGINERSI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
406,ALICON,ALICON,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
407,ENTEGRA,ENTEGRA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
408,ENIL,ENIL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
409,EON,EON,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
410,ERAINFRA,ERAINFRA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
411,EROSMEDIA,EROSMEDIA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
412,ESABINDIA,ESABINDIA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
413,ESCORTS,ESCORTS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
414,ESSDEE,ESSDEE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
415,ESSAROIL,ESSAROIL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
416,ESSARPORT,ESSARPORT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
417,ESSARSHPN,ESSARSHPN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
418,ESSELPACK,ESSELPACK,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
419,ESTER,ESTER,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
420,EUROCERA,EUROCERA,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
421,EUROMULTI,EUROMULTI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
422,EUROTEXIN,EUROTEXIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
423,EVEREADY,EVEREADY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
424,EVERESTIN,EVERESTIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
425,EKC,EKC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
426,EVERONN,EVERONN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
427,EXCELCROP,EXCELCROP,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
428,EXCELINDU,EXCELINDU,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
429,EXCELINFO,EXCELINFO,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
430,EXIDEIND,EXIDEIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
431,FAGBEARIN,FAGBEARIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
432,FARMAXIND,FARMAXIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
433,FCSSOFT,FCSSOFT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
434,FDC,FDC,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
435,FEDDERLOY,FEDDERLOY,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
436,FEDERALBN,FEDERALBN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
437,FMGOETZE,FMGOETZE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
438,FACT,FACT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
439,FIEMIND,FIEMIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
440,FILATEX,FILATEX,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
441,FINANTECH,FINANTECH,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
442,FINCABLES,FINCABLES,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
443,FINPIPE,FINPIPE,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
444,FIRSTWIN,FIRSTWIN,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
445,FSL,FSL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
446,FLEXITUFF,FLEXITUFF,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
447,FORTIS,FORTIS,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
448,FOSECOIND,FOSECOIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
449,PALRED,PALRED,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
450,CAPF,CAPF,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
451,FLFL,FLFL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
452,FCEL,FCEL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
453,GABRIEL,GABRIEL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
454,GAIL,GAIL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
455,GALLISPAT,GALLISPAT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
456,GALLANTT,GALLANTT,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
457,GAMMONIND,GAMMONIND,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
458,GAMMNINFR,GAMMNINFR,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
459,GANDHITUB,GANDHITUB,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
460,GANESHHOU,GANESHHOU,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
461,GANGOTRI,GANGOTRI,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
462,GARDENSIL,GARDENSIL,STK,NSE,,INR,,,,,2000,100000,-500000,0,1,,0.05,N,100,ADR
