serialno,brokersymbol,exchangesymbol,displayname,type,exchange,primaryexchange,currency,expiry,option,right,minsize,barstarttime,streaming,strategy
29,ABIRLANUV,ABIRLANUVO,ABIRLANUVO,STK,NSE,,INR,,,,1,,4,DATA
30,ADLABS,ADLABS,ADLABS,STK,NSE,,INR,,,,1,,4,DATA
31,ADORWELD,ADORWELD,ADORWELD,STK,NSE,,INR,,,,1,,4,DATA
32,AMTL,AMTL,AMTL,STK,NSE,,INR,,,,1,,4,DATA
33,ADVANIHOT,ADVANIHOTR,ADVANIHOTR,STK,NSE,,INR,,,,1,,4,DATA
34,ADVANTA,ADVANTA,ADVANTA,STK,NSE,,INR,,,,1,,4,DATA
35,AEGISCHEM,AEGISCHEM,AEGISCHEM,STK,NSE,,INR,,,,1,,4,DATA
36,AGARIND,AGARIND,AGARIND,STK,NSE,,INR,,,,1,,4,DATA
37,AGCNET,AGCNET,AGCNET,STK,NSE,,INR,,,,1,,4,DATA
38,AGRITECH,AGRITECH,AGRITECH,STK,NSE,,INR,,,,1,,4,DATA
39,AGRODUTCH,AGRODUTCH,AGRODUTCH,STK,NSE,,INR,,,,1,,4,DATA
40,ATFL,ATFL,ATFL,STK,NSE,,INR,,,,1,,4,DATA
41,AHIMSA,AHIMSA,AHIMSA,STK,NSE,,INR,,,,1,,4,DATA
42,AHLUCONT,AHLUCONT,AHLUCONT,STK,NSE,,INR,,,,1,,4,DATA
43,AICHAMP,AICHAMP,AICHAMP,STK,NSE,,INR,,,,1,,4,DATA
44,AIAENG,AIAENG,AIAENG,STK,NSE,,INR,,,,1,,4,DATA
45,AJP,AJANTPHARM,AJANTPHARM,STK,NSE,,INR,,,,1,,4,DATA
46,AJMERA,AJMERA,AJMERA,STK,NSE,,INR,,,,1,,4,DATA
47,AKSHOPTFB,AKSHOPTFBR,AKSHOPTFBR,STK,NSE,,INR,,,,1,,4,DATA
48,AKZOINDIA,AKZOINDIA,AKZOINDIA,STK,NSE,,INR,,,,1,,4,DATA
49,ALANKIT,ALANKIT,ALANKIT,STK,NSE,,INR,,,,1,,4,DATA
50,ALBERTDAV,ALBERTDAVD,ALBERTDAVD,STK,NSE,,INR,,,,1,,4,DATA
51,ALCHEM,ALCHEM,ALCHEM,STK,NSE,,INR,,,,1,,4,DATA
52,ALEMBICLT,ALEMBICLTD,ALEMBICLTD,STK,NSE,,INR,,,,1,,4,DATA
53,APLLTD,APLLTD,APLLTD,STK,NSE,,INR,,,,1,,4,DATA
54,ALICON,ALICON,ALICON,STK,NSE,,INR,,,,1,,4,DATA
55,ALKALI,ALKALI,ALKALI,STK,NSE,,INR,,,,1,,4,DATA
56,ALKEM,ALKEM,ALKEM,STK,NSE,,INR,,,,1,,4,DATA
57,ALKYLAMIN,ALKYLAMINE,ALKYLAMINE,STK,NSE,,INR,,,,1,,4,DATA
58,ALBK,ALBK,ALBK,STK,NSE,,INR,,,,1,,4,DATA
59,ALLCARGO,ALLCARGO,ALLCARGO,STK,NSE,,INR,,,,1,,4,DATA
60,ADSL,ADSL,ADSL,STK,NSE,,INR,,,,1,,4,DATA
61,ALLSEC,ALLSEC,ALLSEC,STK,NSE,,INR,,,,1,,4,DATA
62,ALMONDZ,ALMONDZ,ALMONDZ,STK,NSE,,INR,,,,1,,4,DATA
63,ALOKTEXT,ALOKTEXT,ALOKTEXT,STK,NSE,,INR,,,,1,,4,DATA
64,ALPA,ALPA,ALPA,STK,NSE,,INR,,,,1,,4,DATA
65,ALPHAGEO,ALPHAGEO,ALPHAGEO,STK,NSE,,INR,,,,1,,4,DATA
66,ALPSINDUS,ALPSINDUS,ALPSINDUS,STK,NSE,,INR,,,,1,,4,DATA
67,AIL,AIL,AIL,STK,NSE,,INR,,,,1,,4,DATA
68,ALSTOMTD,ALSTOMT&D,ALSTOMT&D,STK,NSE,,INR,,,,1,,4,DATA
69,AMARAJABA,AMARAJABAT,AMARAJABAT,STK,NSE,,INR,,,,1,,4,DATA
70,AMBIKCO,AMBIKCO,AMBIKCO,STK,NSE,,INR,,,,1,,4,DATA
71,AMBUJACEM,AMBUJACEM,AMBUJACEM,STK,NSE,,INR,,,,1,,4,DATA
72,AMDIND,AMDIND,AMDIND,STK,NSE,,INR,,,,1,,4,DATA
73,ASIL,ASIL,ASIL,STK,NSE,,INR,,,,1,,4,DATA
74,AMRUTANJA,AMRUTANJAN,AMRUTANJAN,STK,NSE,,INR,,,,1,,4,DATA
75,AMTEKAUTO,AMTEKAUTO,AMTEKAUTO,STK,NSE,,INR,,,,1,,4,DATA
76,ANANDAMRU,ANANDAMRUB,ANANDAMRUB,STK,NSE,,INR,,,,1,,4,DATA
77,ANANTRAJ,ANANTRAJ,ANANTRAJ,STK,NSE,,INR,,,,1,,4,DATA
78,ANDHRABAN,ANDHRABANK,ANDHRABANK,STK,NSE,,INR,,,,1,,4,DATA
79,ANDHRACEM,ANDHRACEMT,ANDHRACEMT,STK,NSE,,INR,,,,1,,4,DATA
80,ANDHRSUGA,ANDHRSUGAR,ANDHRSUGAR,STK,NSE,,INR,,,,1,,4,DATA
81,ANGIND,ANGIND,ANGIND,STK,NSE,,INR,,,,1,,4,DATA
82,ANIKINDS,ANIKINDS,ANIKINDS,STK,NSE,,INR,,,,1,,4,DATA
83,ANKITMETA,ANKITMETAL,ANKITMETAL,STK,NSE,,INR,,,,1,,4,DATA
84,ANSALHSG,ANSALHSG,ANSALHSG,STK,NSE,,INR,,,,1,,4,DATA
85,ANSALAPI,ANSALAPI,ANSALAPI,STK,NSE,,INR,,,,1,,4,DATA
86,ANTGRAPHI,ANTGRAPHIC,ANTGRAPHIC,STK,NSE,,INR,,,,1,,4,DATA
87,APARINDS,APARINDS,APARINDS,STK,NSE,,INR,,,,1,,4,DATA
88,APCOTEXIN,APCOTEXIND,APCOTEXIND,STK,NSE,,INR,,,,1,,4,DATA
89,APLAPOLLO,APLAPOLLO,APLAPOLLO,STK,NSE,,INR,,,,1,,4,DATA
90,APOLLOHOS,APOLLOHOSP,APOLLOHOSP,STK,NSE,,INR,,,,1,,4,DATA
91,APOLSINHO,APOLSINHOT,APOLSINHOT,STK,NSE,,INR,,,,1,,4,DATA
92,APOLLOTYR,APOLLOTYRE,APOLLOTYRE,STK,NSE,,INR,,,,1,,4,DATA
93,APTECHT,APTECHT,APTECHT,STK,NSE,,INR,,,,1,,4,DATA
94,ARCHIDPLY,ARCHIDPLY,ARCHIDPLY,STK,NSE,,INR,,,,1,,4,DATA
95,ARCHIES,ARCHIES,ARCHIES,STK,NSE,,INR,,,,1,,4,DATA
96,ARCOTECH,ARCOTECH,ARCOTECH,STK,NSE,,INR,,,,1,,4,DATA
97,ARIES,ARIES,ARIES,STK,NSE,,INR,,,,1,,4,DATA
98,ARIHANT,ARIHANT,ARIHANT,STK,NSE,,INR,,,,1,,4,DATA
99,ARMANFIN,ARMANFIN,ARMANFIN,STK,NSE,,INR,,,,1,,4,DATA
100,AROGRANIT,AROGRANITE,AROGRANITE,STK,NSE,,INR,,,,1,,4,DATA
101,ARROWGREE,ARROWGREEN,ARROWGREEN,STK,NSE,,INR,,,,1,,4,DATA
102,ARROWTEX,ARROWTEX,ARROWTEX,STK,NSE,,INR,,,,1,,4,DATA
103,ARSHIYA,ARSHIYA,ARSHIYA,STK,NSE,,INR,,,,1,,4,DATA
104,ARSSINFRA,ARSSINFRA,ARSSINFRA,STK,NSE,,INR,,,,1,,4,DATA
105,ARVINFRA,ARVINFRA,ARVINFRA,STK,NSE,,INR,,,,1,,4,DATA
106,ARVIND,ARVIND,ARVIND,STK,NSE,,INR,,,,1,,4,DATA
107,ASAHIINDI,ASAHIINDIA,ASAHIINDIA,STK,NSE,,INR,,,,1,,4,DATA
108,ASAHISONG,ASAHISONG,ASAHISONG,STK,NSE,,INR,,,,1,,4,DATA
109,AIFL,AIFL,AIFL,STK,NSE,,INR,,,,1,,4,DATA
110,ASHAPURMI,ASHAPURMIN,ASHAPURMIN,STK,NSE,,INR,,,,1,,4,DATA
111,ASHIANA,ASHIANA,ASHIANA,STK,NSE,,INR,,,,1,,4,DATA
112,ASHIMASYN,ASHIMASYN,ASHIMASYN,STK,NSE,,INR,,,,1,,4,DATA
113,ASHOKLEY,ASHOKLEY,ASHOKLEY,STK,NSE,,INR,,,,1,,4,DATA
114,ASHOKA,ASHOKA,ASHOKA,STK,NSE,,INR,,,,1,,4,DATA
115,ASIANTILE,ASIANTILES,ASIANTILES,STK,NSE,,INR,,,,1,,4,DATA
116,AHLEAST,AHLEAST,AHLEAST,STK,NSE,,INR,,,,1,,4,DATA
117,ASIANHOTN,ASIANHOTNR,ASIANHOTNR,STK,NSE,,INR,,,,1,,4,DATA
118,AHLWEST,AHLWEST,AHLWEST,STK,NSE,,INR,,,,1,,4,DATA
119,ASIANPAIN,ASIANPAINT,ASIANPAINT,STK,NSE,,INR,,,,1,,4,DATA
120,ASPINWALL,ASPINWALL,ASPINWALL,STK,NSE,,INR,,,,1,,4,DATA
121,ASSAMCO,ASSAMCO,ASSAMCO,STK,NSE,,INR,,,,1,,4,DATA
122,ASTEC,ASTEC,ASTEC,STK,NSE,,INR,,,,1,,4,DATA
123,ASTRAMICR,ASTRAMICRO,ASTRAMICRO,STK,NSE,,INR,,,,1,,4,DATA
124,ASTRAL,ASTRAL,ASTRAL,STK,NSE,,INR,,,,1,,4,DATA
125,ASTRAZEN,ASTRAZEN,ASTRAZEN,STK,NSE,,INR,,,,1,,4,DATA
126,ATLANTA,ATLANTA,ATLANTA,STK,NSE,,INR,,,,1,,4,DATA
127,ATLASCYCL,ATLASCYCLE,ATLASCYCLE,STK,NSE,,INR,,,,1,,4,DATA
128,ATNINTER,ATNINTER,ATNINTER,STK,NSE,,INR,,,,1,,4,DATA
129,ATULAUTO,ATULAUTO,ATULAUTO,STK,NSE,,INR,,,,1,,4,DATA
130,ATUL,ATUL,ATUL,STK,NSE,,INR,,,,1,,4,DATA
131,AURIONPRO,AURIONPRO,AURIONPRO,STK,NSE,,INR,,,,1,,4,DATA
132,AUROPHARM,AUROPHARMA,AUROPHARMA,STK,NSE,,INR,,,,1,,4,DATA
133,AUSOMENT,AUSOMENT,AUSOMENT,STK,NSE,,INR,,,,1,,4,DATA
134,AUTOIND,AUTOIND,AUTOIND,STK,NSE,,INR,,,,1,,4,DATA
135,AUTOLITIN,AUTOLITIND,AUTOLITIND,STK,NSE,,INR,,,,1,,4,DATA
136,AUTOAXLES,AUTOAXLES,AUTOAXLES,STK,NSE,,INR,,,,1,,4,DATA
137,ASAL,ASAL,ASAL,STK,NSE,,INR,,,,1,,4,DATA
138,AVANTIFEE,AVANTIFEED,AVANTIFEED,STK,NSE,,INR,,,,1,,4,DATA
139,AVTNPL,AVTNPL,AVTNPL,STK,NSE,,INR,,,,1,,4,DATA
140,AXISBANK,AXISBANK,AXISBANK,STK,NSE,,INR,,,,1,,4,DATA
141,AXISGOLD,AXISGOLD,AXISGOLD,STK,NSE,,INR,,,,1,,4,DATA
142,AXISCADES,AXISCADES,AXISCADES,STK,NSE,,INR,,,,1,,4,DATA
143,AYMSYNTEX,AYMSYNTEX,AYMSYNTEX,STK,NSE,,INR,,,,1,,4,DATA
144,BLKASHYAP,BLKASHYAP,BLKASHYAP,STK,NSE,,INR,,,,1,,4,DATA
145,BAGFILMS,BAGFILMS,BAGFILMS,STK,NSE,,INR,,,,1,,4,DATA
146,BAFNAPHAR,BAFNAPHARM,BAFNAPHARM,STK,NSE,,INR,,,,1,,4,DATA
147,BAJAJ-AUT,BAJAJ-AUTO,BAJAJ-AUTO,STK,NSE,,INR,,,,1,,4,DATA
148,BAJAJCORP,BAJAJCORP,BAJAJCORP,STK,NSE,,INR,,,,1,,4,DATA
149,BAJAJELEC,BAJAJELEC,BAJAJELEC,STK,NSE,,INR,,,,1,,4,DATA
150,BAJFINANC,BAJFINANCE,BAJFINANCE,STK,NSE,,INR,,,,1,,4,DATA
151,BAJAJFINS,BAJAJFINSV,BAJAJFINSV,STK,NSE,,INR,,,,1,,4,DATA
152,BAJAJHIND,BAJAJHIND,BAJAJHIND,STK,NSE,,INR,,,,1,,4,DATA
153,BAJAJHLDN,BAJAJHLDNG,BAJAJHLDNG,STK,NSE,,INR,,,,1,,4,DATA
154,BALPHARMA,BALPHARMA,BALPHARMA,STK,NSE,,INR,,,,1,,4,DATA
155,BALAMINES,BALAMINES,BALAMINES,STK,NSE,,INR,,,,1,,4,DATA
156,BALAJITEL,BALAJITELE,BALAJITELE,STK,NSE,,INR,,,,1,,4,DATA
157,BALKRISIN,BALKRISIND,BALKRISIND,STK,NSE,,INR,,,,1,,4,DATA
158,BALLARPUR,BALLARPUR,BALLARPUR,STK,NSE,,INR,,,,1,,4,DATA
159,BALMLAWRI,BALMLAWRIE,BALMLAWRIE,STK,NSE,,INR,,,,1,,4,DATA
160,BALRAMCHI,BALRAMCHIN,BALRAMCHIN,STK,NSE,,INR,,,,1,,4,DATA
161,BANARBEAD,BANARBEADS,BANARBEADS,STK,NSE,,INR,,,,1,,4,DATA
162,BANCOINDI,BANCOINDIA,BANCOINDIA,STK,NSE,,INR,,,,1,,4,DATA
163,BANG,BANG,BANG,STK,NSE,,INR,,,,1,,4,DATA
164,BANKBAROD,BANKBARODA,BANKBARODA,STK,NSE,,INR,,,,1,,4,DATA
165,BANKINDIA,BANKINDIA,BANKINDIA,STK,NSE,,INR,,,,1,,4,DATA
166,MAHABANK,MAHABANK,MAHABANK,STK,NSE,,INR,,,,1,,4,DATA
167,BASML,BASML,BASML,STK,NSE,,INR,,,,1,,4,DATA
168,BANARISUG,BANARISUG,BANARISUG,STK,NSE,,INR,,,,1,,4,DATA
169,BANSWRAS,BANSWRAS,BANSWRAS,STK,NSE,,INR,,,,1,,4,DATA
170,BVCL,BVCL,BVCL,STK,NSE,,INR,,,,1,,4,DATA
171,BARTRONIC,BARTRONICS,BARTRONICS,STK,NSE,,INR,,,,1,,4,DATA
172,BASF,BASF,BASF,STK,NSE,,INR,,,,1,,4,DATA
173,BATAINDIA,BATAINDIA,BATAINDIA,STK,NSE,,INR,,,,1,,4,DATA
174,BAYERCROP,BAYERCROP,BAYERCROP,STK,NSE,,INR,,,,1,,4,DATA
175,BEARDSELL,BEARDSELL,BEARDSELL,STK,NSE,,INR,,,,1,,4,DATA
176,BEDMUTHA,BEDMUTHA,BEDMUTHA,STK,NSE,,INR,,,,1,,4,DATA
177,BEML,BEML,BEML,STK,NSE,,INR,,,,1,,4,DATA
178,BRGR,BERGEPAINT,BERGEPAINT,STK,NSE,,INR,,,,1,,4,DATA
179,BFINVEST,BFINVEST,BFINVEST,STK,NSE,,INR,,,,1,,4,DATA
180,BFUTILITI,BFUTILITIE,BFUTILITIE,STK,NSE,,INR,,,,1,,4,DATA
181,BGRENERGY,BGRENERGY,BGRENERGY,STK,NSE,,INR,,,,1,,4,DATA
182,BHAGERIA,BHAGERIA,BHAGERIA,STK,NSE,,INR,,,,1,,4,DATA
183,BHAGYNAGA,BHAGYNAGAR,BHAGYNAGAR,STK,NSE,,INR,,,,1,,4,DATA
184,BEPL,BEPL,BEPL,STK,NSE,,INR,,,,1,,4,DATA
185,BBL,BBL,BBL,STK,NSE,,INR,,,,1,,4,DATA
186,BEL,BEL,BEL,STK,NSE,,INR,,,,1,,4,DATA
187,BHARATFIN,BHARATFIN,BHARATFIN,STK,NSE,,INR,,,,1,,4,DATA
188,BHARATFOR,BHARATFORG,BHARATFORG,STK,NSE,,INR,,,,1,,4,DATA
189,BHARATGEA,BHARATGEAR,BHARATGEAR,STK,NSE,,INR,,,,1,,4,DATA
190,BHEL,BHEL,BHEL,STK,NSE,,INR,,,,1,,4,DATA
191,BPCL,BPCL,BPCL,STK,NSE,,INR,,,,1,,4,DATA
192,BHARATRAS,BHARATRAS,BHARATRAS,STK,NSE,,INR,,,,1,,4,DATA
193,BHARATWIR,BHARATWIRE,BHARATWIRE,STK,NSE,,INR,,,,1,,4,DATA
194,BHARATIDI,BHARATIDIL,BHARATIDIL,STK,NSE,,INR,,,,1,,4,DATA
195,BGLOBAL,BGLOBAL,BGLOBAL,STK,NSE,,INR,,,,1,,4,DATA
196,BHARTIART,BHARTIARTL,BHARTIARTL,STK,NSE,,INR,,,,1,,4,DATA
197,INFRATEL,INFRATEL,INFRATEL,STK,NSE,,INR,,,,1,,4,DATA
198,BIL,BIL,BIL,STK,NSE,,INR,,,,1,,4,DATA
199,BHUSANSTL,BHUSANSTL,BHUSANSTL,STK,NSE,,INR,,,,1,,4,DATA
200,BIHSPONG,BIHSPONG,BIHSPONG,STK,NSE,,INR,,,,1,,4,DATA
201,BILENERGY,BILENERGY,BILENERGY,STK,NSE,,INR,,,,1,,4,DATA
202,BILPOWER,BILPOWER,BILPOWER,STK,NSE,,INR,,,,1,,4,DATA
203,BINANIIND,BINANIIND,BINANIIND,STK,NSE,,INR,,,,1,,4,DATA
204,BIOCON,BIOCON,BIOCON,STK,NSE,,INR,,,,1,,4,DATA
205,BIRLACORP,BIRLACORPN,BIRLACORPN,STK,NSE,,INR,,,,1,,4,DATA
206,BIRLACOT,BIRLACOT,BIRLACOT,STK,NSE,,INR,,,,1,,4,DATA
207,BIRLAERIC,BIRLAERIC,BIRLAERIC,STK,NSE,,INR,,,,1,,4,DATA
208,BSLGOLDET,BSLGOLDETF,BSLGOLDETF,STK,NSE,,INR,,,,1,,4,DATA
209,BSLNIFTY,BSLNIFTY,BSLNIFTY,STK,NSE,,INR,,,,1,,4,DATA
210,BLBLIMITE,BLBLIMITED,BLBLIMITED,STK,NSE,,INR,,,,1,,4,DATA
211,BLISSGVS,BLISSGVS,BLISSGVS,STK,NSE,,INR,,,,1,,4,DATA
212,BLS,BLS,BLS,STK,NSE,,INR,,,,1,,4,DATA
213,BLUEBLEND,BLUEBLENDS,BLUEBLENDS,STK,NSE,,INR,,,,1,,4,DATA
214,BLUECHIP,BLUECHIP,BLUECHIP,STK,NSE,,INR,,,,1,,4,DATA
215,BLUECOAST,BLUECOAST,BLUECOAST,STK,NSE,,INR,,,,1,,4,DATA
216,BLUEDART,BLUEDART,BLUEDART,STK,NSE,,INR,,,,1,,4,DATA
217,BLUESTARC,BLUESTARCO,BLUESTARCO,STK,NSE,,INR,,,,1,,4,DATA
218,BODALCHEM,BODALCHEM,BODALCHEM,STK,NSE,,INR,,,,1,,4,DATA
219,BBTC,BBTC,BBTC,STK,NSE,,INR,,,,1,,4,DATA
220,BOMDYEING,BOMDYEING,BOMDYEING,STK,NSE,,INR,,,,1,,4,DATA
221,BRFL,BRFL,BRFL,STK,NSE,,INR,,,,1,,4,DATA
222,BOSCHLTD,BOSCHLTD,BOSCHLTD,STK,NSE,,INR,,,,1,,4,DATA
223,BPL,BPL,BPL,STK,NSE,,INR,,,,1,,4,DATA
224,BRIGADE,BRIGADE,BRIGADE,STK,NSE,,INR,,,,1,,4,DATA
225,BRITANNIA,BRITANNIA,BRITANNIA,STK,NSE,,INR,,,,1,,4,DATA
226,BROADCAST,BROADCAST,BROADCAST,STK,NSE,,INR,,,,1,,4,DATA
227,BROOKS,BROOKS,BROOKS,STK,NSE,,INR,,,,1,,4,DATA
228,BSLIMITED,BSLIMITED,BSLIMITED,STK,NSE,,INR,,,,1,,4,DATA
229,BSELINFRA,BSELINFRA,BSELINFRA,STK,NSE,,INR,,,,1,,4,DATA
230,BSL,BSL,BSL,STK,NSE,,INR,,,,1,,4,DATA
231,BURNPUR,BURNPUR,BURNPUR,STK,NSE,,INR,,,,1,,4,DATA
232,BUTTERFLY,BUTTERFLY,BUTTERFLY,STK,NSE,,INR,,,,1,,4,DATA
233,CANDC,CANDC,CANDC,STK,NSE,,INR,,,,1,,4,DATA
234,CADILAHC,CADILAHC,CADILAHC,STK,NSE,,INR,,,,1,,4,DATA
235,CAIRN,CAIRN,CAIRN,STK,NSE,,INR,,,,1,,4,DATA
236,CALSOFT,CALSOFT,CALSOFT,STK,NSE,,INR,,,,1,,4,DATA
237,CTE,CTE,CTE,STK,NSE,,INR,,,,1,,4,DATA
238,CAMLINFIN,CAMLINFINE,CAMLINFINE,STK,NSE,,INR,,,,1,,4,DATA
239,CANFINHOM,CANFINHOME,CANFINHOME,STK,NSE,,INR,,,,1,,4,DATA
240,CANBK,CANBK,CANBK,STK,NSE,,INR,,,,1,,4,DATA
241,CRMFGETF,CRMFGETF,CRMFGETF,STK,NSE,,INR,,,,1,,4,DATA
242,CANTABIL,CANTABIL,CANTABIL,STK,NSE,,INR,,,,1,,4,DATA
243,CAPF,CAPF,CAPF,STK,NSE,,INR,,,,1,,4,DATA
244,CAPLIPOIN,CAPLIPOINT,CAPLIPOINT,STK,NSE,,INR,,,,1,,4,DATA
245,CGCL,CGCL,CGCL,STK,NSE,,INR,,,,1,,4,DATA
246,CARBORUNI,CARBORUNIV,CARBORUNIV,STK,NSE,,INR,,,,1,,4,DATA
247,CAREERP,CAREERP,CAREERP,STK,NSE,,INR,,,,1,,4,DATA
248,CASTEXTEC,CASTEXTECH,CASTEXTECH,STK,NSE,,INR,,,,1,,4,DATA
249,CASTROLIN,CASTROLIND,CASTROLIND,STK,NSE,,INR,,,,1,,4,DATA
250,CCL,CCL,CCL,STK,NSE,,INR,,,,1,,4,DATA
251,CEATLTD,CEATLTD,CEATLTD,STK,NSE,,INR,,,,1,,4,DATA
252,CELEBRITY,CELEBRITY,CELEBRITY,STK,NSE,,INR,,,,1,,4,DATA
253,CELESTIAL,CELESTIAL,CELESTIAL,STK,NSE,,INR,,,,1,,4,DATA
254,CENTRALBK,CENTRALBK,CENTRALBK,STK,NSE,,INR,,,,1,,4,DATA
255,CENTUM,CENTUM,CENTUM,STK,NSE,,INR,,,,1,,4,DATA
256,CENTENKA,CENTENKA,CENTENKA,STK,NSE,,INR,,,,1,,4,DATA
257,CENTEXT,CENTEXT,CENTEXT,STK,NSE,,INR,,,,1,,4,DATA
258,CENTURYPL,CENTURYPLY,CENTURYPLY,STK,NSE,,INR,,,,1,,4,DATA
259,CENTURYTE,CENTURYTEX,CENTURYTEX,STK,NSE,,INR,,,,1,,4,DATA
260,CERA,CERA,CERA,STK,NSE,,INR,,,,1,,4,DATA
261,CEREBRAIN,CEREBRAINT,CEREBRAINT,STK,NSE,,INR,,,,1,,4,DATA
262,CESC,CESC,CESC,STK,NSE,,INR,,,,1,,4,DATA
263,CHAMBLFER,CHAMBLFERT,CHAMBLFERT,STK,NSE,,INR,,,,1,,4,DATA
264,CHEMFALKA,CHEMFALKAL,CHEMFALKAL,STK,NSE,,INR,,,,1,,4,DATA
265,CHENNPETR,CHENNPETRO,CHENNPETRO,STK,NSE,,INR,,,,1,,4,DATA
266,CHOLAFIN,CHOLAFIN,CHOLAFIN,STK,NSE,,INR,,,,1,,4,DATA
267,CHROMATIC,CHROMATIC,CHROMATIC,STK,NSE,,INR,,,,1,,4,DATA
268,CIGNITITE,CIGNITITEC,CIGNITITEC,STK,NSE,,INR,,,,1,,4,DATA
269,CNOVAPETR,CNOVAPETRO,CNOVAPETRO,STK,NSE,,INR,,,,1,,4,DATA
270,CIMMCO,CIMMCO,CIMMCO,STK,NSE,,INR,,,,1,,4,DATA
271,CINELINE,CINELINE,CINELINE,STK,NSE,,INR,,,,1,,4,DATA
272,CINEVISTA,CINEVISTA,CINEVISTA,STK,NSE,,INR,,,,1,,4,DATA
273,CIPLA,CIPLA,CIPLA,STK,NSE,,INR,,,,1,,4,DATA
274,CUB,CUB,CUB,STK,NSE,,INR,,,,1,,4,DATA
275,CLNINDIA,CLNINDIA,CLNINDIA,STK,NSE,,INR,,,,1,,4,DATA
276,COALINDIA,COALINDIA,COALINDIA,STK,NSE,,INR,,,,1,,4,DATA
277,COFFEEDAY,COFFEEDAY,COFFEEDAY,STK,NSE,,INR,,,,1,,4,DATA
278,COLPAL,COLPAL,COLPAL,STK,NSE,,INR,,,,1,,4,DATA
279,CEBBCO,CEBBCO,CEBBCO,STK,NSE,,INR,,,,1,,4,DATA
280,COMPUSOFT,COMPUSOFT,COMPUSOFT,STK,NSE,,INR,,,,1,,4,DATA
281,CCCL,CCCL,CCCL,STK,NSE,,INR,,,,1,,4,DATA
282,CONSOFINV,CONSOFINVT,CONSOFINVT,STK,NSE,,INR,,,,1,,4,DATA
283,CONCOR,CONCOR,CONCOR,STK,NSE,,INR,,,,1,,4,DATA
284,CONTROLPR,CONTROLPR,CONTROLPR,STK,NSE,,INR,,,,1,,4,DATA
285,CORDSCABL,CORDSCABLE,CORDSCABLE,STK,NSE,,INR,,,,1,,4,DATA
286,COROMANDE,COROMANDEL,COROMANDEL,STK,NSE,,INR,,,,1,,4,DATA
287,CORPBANK,CORPBANK,CORPBANK,STK,NSE,,INR,,,,1,,4,DATA
288,COSMOFILM,COSMOFILMS,COSMOFILMS,STK,NSE,,INR,,,,1,,4,DATA
289,CCHHL,CCHHL,CCHHL,STK,NSE,,INR,,,,1,,4,DATA
290,COUNCODOS,COUNCODOS,COUNCODOS,STK,NSE,,INR,,,,1,,4,DATA
