Long Name,IB Symbol,Exchange Symbol,Currency,Contract ID,Exchange,Type
INDIABULLS HOUSING FINANCE L,INBULLS,IBULHSGFIN,INR,125585152,NSE,STK
INDIABULLS REAL ESTATE LTD,IBREALEST,IBREALEST,INR,56985565,NSE,STK
INDIABULLS VENTURES LTD,IBVENTURE,IBVENTURES,INR,56985569,NSE,STK
INDIABULLS WHOLESALE SERVICE,IBWSL,IBWSL,INR,87877182,NSE,STK
INDIAN BANK,INDIANB,INDIANB,INR,56985685,NSE,STK
INDIAN CARD CLOTHING CO LTD,INDIANCAR,INDIANCARD,INR,56985579,NSE,STK
INDIAN HOTELS CO LIMITED,INDHOTEL,INDHOTEL,INR,56985645,NSE,STK
INDIAN HUME PIPE CO LIMITED,INDIANHUM,INDIANHUME,INR,78494794,NSE,STK
INDIAN METALS & FERRO ALLOY,IMFA,IMFA,INR,64685159,NSE,STK
INDIAN OIL CORPORATION LTD,IOC,IOC,INR,56985747,NSE,STK
INDIAN OVERSEAS BANK,IOB,IOB,INR,56985741,NSE,STK
INDIAN TERRAIN FASHIONS LTD,INDTERRAI,INDTERRAIN,INR,85250155,NSE,STK
INDO COUNT INDUSTRIES LTD,ICIL,ICIL,INR,56985589,NSE,STK
INDO RAMA SYNTHETICS (I),INDORAMA,INDORAMA,INR,56985804,NSE,STK
INDO TECH TRANSFORMERS LTD,INDOTECH,INDOTECH,INR,56985699,NSE,STK
INDO THAI SECURITIES LTD,INDOTHAI,INDOTHAI,INR,97000590,NSE,STK
INDO-NATIONAL LTD,NIPPOBATR,NIPPOBATRY,INR,56984525,NSE,STK
INDOCO REMEDIES LTD,INDOCO,INDOCO,INR,107327812,NSE,STK
INDOSOLAR LIMITED,INDOSOLAR,INDOSOLAR,INR,79552109,NSE,STK
INDOWIND ENERGY LTD,INDOWIND,INDOWIND,INR,56985610,NSE,STK
INDRAPRASTHA GAS LTD,IGL,IGL,INR,56985630,NSE,STK
INDRAPRASTHA MEDICAL CORP LT,INDRAMEDC,INDRAMEDCO,INR,56985787,NSE,STK
INDUSIND BANK LIMITED,INDUSINDB,INDUSINDBK,INR,56985651,NSE,STK
INDUSTRIAL INVESTMENT TRUST,IITL,IITL,INR,64684637,NSE,STK
INFINITE COMPUTER SOLUTIONS,INFINITE,INFINITE,INR,72432186,NSE,STK
INFO EDGE INDIA LTD,NAUKRI,NAUKRI,INR,56985708,NSE,STK
INFOMEDIA PRESS LTD,INFOMEDIA,INFOMEDIA,INR,56985705,NSE,STK
INFOSYS LTD,INFY,INFY,INR,44652017,NSE,STK
INGERSOLL-RAND INDIA LTD,INGERRAND,INGERRAND,INR,56985719,NSE,STK
INNOVENTIVE INDUSTRIES LTD,INNOIND,INNOIND,INR,87981419,NSE,STK
INOX LEISURE LTD,INOXLEISU,INOXLEISUR,INR,56985725,NSE,STK
INOX WIND LTD,INOXWIND,INOXWIND,INR,189694867,NSE,STK
INSECTICIDES INDIA LTD,INSECTICI,INSECTICID,INR,56985735,NSE,STK
INTEGRA GARMENTS AND TEXTILE,INTEGRA,INTEGRA,INR,133424414,NSE,STK
INTELLECT DESIGN ARENA LTD,INTELLECT,INTELLECT,INR,172096099,NSE,STK
INTERNATIONAL PAPER APPM LTD,IPAPPM,IPAPPM,INR,56988324,NSE,STK
INTRASOFT TECHNOLOGIES LTD,ISFT,ISFT,INR,74100118,NSE,STK
INVENTURE GROWTH & SECURITIE,INVENTURE,INVENTURE,INR,92136002,NSE,STK
IOL CHEMICALS AND PHARMA LTD,IOLCP,IOLCP,INR,64684644,NSE,STK
IPCA LABORATORIES LIMITED,IPCALAB,IPCALAB,INR,73469324,NSE,STK
IRB INFRASTRUCTURE DEVELOPER,IRB,IRB,INR,56985795,NSE,STK
ISMT LTD,ISMTLTD,ISMTLTD,INR,56985825,NSE,STK
ITC LTD,ITC,ITC,INR,44652040,NSE,STK
ITD CEMENTATION INDIA LTD,ITDCEM,ITDCEM,INR,56985835,NSE,STK
ITI LIMITED,ITI,ITI,INR,56985845,NSE,STK
IVP LIMITED,IVP,IVP,INR,56985855,NSE,STK
IVRCL LTD,IVRCLINFR,IVRCLINFRA,INR,56985872,NSE,STK
IZMO LTD,IZMO,IZMO,INR,56983439,NSE,STK
J.B. CHEMICALS & PHARMA LTD,JBCHEPHAR,JBCHEPHARM,INR,56984142,NSE,STK
J.K. LAKSHMI CEMENT LIMITED,JKLAKSHMI,JKLAKSHMI,INR,70976074,NSE,STK
J.KUMAR INFRAPROJECTS LTD,JKIL,JKIL,INR,56984217,NSE,STK
JAGRAN PRAKASHAN LIMITED,JAGRAN,JAGRAN,INR,56984132,NSE,STK
JAGSONPAL PHARMACEUTICALS,JAGSNPHAR,JAGSNPHARM,INR,56984194,NSE,STK
JAI BALAJI INDUSTRIES LTD,JAIBALAJI,JAIBALAJI,INR,56984154,NSE,STK
JAI CORPORATION LTD,JAICORPLT,JAICORPLTD,INR,56984189,NSE,STK
JAIHIND PROJECTS LIMITED,JAIHINDPR,JAIHINDPRO,INR,64685580,NSE,STK
JAIN IRRIGATION SYSTEMS LTD,JISLJALEQ,JISLJALEQS,INR,80423707,NSE,STK
JAIN IRRIGATION SYSTEMS-DVR,JISLDVREQ,JISLDVREQS,INR,98293192,NSE,STK
JAIN STUDIOS LTD,JAINSTUDI,JAINSTUDIO,INR,56984241,NSE,STK
JAIPRAKASH ASSOCIATES LTD,JPASSOCIA,JPASSOCIAT,INR,56984254,NSE,STK
JAIPRAKASH POWER VENTURES LT,JPPOWER,JPPOWER,INR,56984199,NSE,STK
JAMMU & KASHMIR BANK LTD,JKBK,J&KBANK,INR,165711080,NSE,STK
JAMNA AUTO INDUSTRIES LTD,JAMNAAUTO,JAMNAAUTO,INR,64685390,NSE,STK
JAY BHARAT MARUTI LIMITED,JAYBARMAR,JAYBARMARU,INR,56984159,NSE,STK
JAYANT AGRO-ORGANICS LTD,JAYAGROGN,JAYAGROGN,INR,56984139,NSE,STK
JAYASWAL NECO INDUSTRIES LTD,JAYNECOIN,JAYNECOIND,INR,56984599,NSE,STK
JAYPEE INFRATECH LTD,JPINFRATE,JPINFRATEC,INR,75395092,NSE,STK
JAYSHREE TEA & INDUSTRIES,JAYSREETE,JAYSREETEA,INR,77882465,NSE,STK
JBF INDUSTRIES LIMITED,JBFIND,JBFIND,INR,56984149,NSE,STK
JBM AUTO LTD,JBMA,JBMA,INR,169605588,NSE,STK
JCT ELECTRONICS LIMITED,JCTEL,JCTEL,INR,56984166,NSE,STK
JENSON & NICHOLSON (INDIA),JENSONICO,JENSONICOL,INR,56984239,NSE,STK
JET AIRWAYS INDIA LTD,JETAIRWAY,JETAIRWAYS,INR,56984184,NSE,STK
JIK INDUSTRIES LTD,JIKIND,JIKIND,INR,56985005,NSE,STK
JINDAL COTEX LIMITED,JINDCOT,JINDCOT,INR,72432191,NSE,STK
JINDAL DRILLING & INDUS LTD,JINDRILL,JINDRILL,INR,56984169,NSE,STK
JINDAL PHOTO LIMITED,JINDALPHO,JINDALPHOT,INR,56984262,NSE,STK
JINDAL POLY FILMS LTD,JINDALPOL,JINDALPOLY,INR,56984178,NSE,STK
JINDAL POLY INVESTMENTS AND,JPIF,JPOLYINVST,INR,132396127,NSE,STK
JINDAL SAW LTD,JINDALSAW,JINDALSAW,INR,70865792,NSE,STK
JINDAL STAINLESS LTD,JSL,JSL,INR,56984183,NSE,STK
JINDAL STEEL & POWER LTD,JINDALSTE,JINDALSTEL,INR,56984268,NSE,STK
JINDAL WORLDWIDE LTD,JINDWORLD,JINDWORLD,INR,64685679,NSE,STK
JK CEMENT LTD,JKCEMENT,JKCEMENT,INR,56984211,NSE,STK
JK PAPER LTD,JKPAPER,JKPAPER,INR,56985463,NSE,STK
JK TYRE & INDUSTRIES LTD,JKTYRE,JKTYRE,INR,176784433,NSE,STK
JM FINANCIAL LTD,JMFINANCI,JMFINANCIL,INR,56984224,NSE,STK
JMC PROJECTS (INDIA) LIMITED,JMCPROJEC,JMCPROJECT,INR,56984229,NSE,STK
JMT AUTO LTD,JMTAUTOLT,JMTAUTOLTD,INR,198043246,NSE,STK
JOCIL LTD,JOCIL,JOCIL,INR,56984244,NSE,STK
JSW ENERGY LIMITED,JSWENERGY,JSWENERGY,INR,72432194,NSE,STK
JSW HOLDINGS LTD,JSWHL,JSWHL,INR,56989409,NSE,STK
JSW STEEL LIMITED,JSWSTEEL,JSWSTEEL,INR,56984274,NSE,STK
JUBILANT FOODWORKS LTD,JUBLFOOD,JUBLFOOD,INR,72513009,NSE,STK
JUBILANT INDUSTRIES LTD,JUBLINDS,JUBLINDS,INR,84013070,NSE,STK
JUBILANT LIFE SCIENCES LTD.,JUBILANT,JUBILANT,INR,56984251,NSE,STK
JULLUNDUR MOTOR AGENCY DELHI,JMA,JMA,INR,187014019,NSE,STK
JUST DIAL LTD,JUSTDIAL,JUSTDIAL,INR,128882870,NSE,STK
JVL AGRO INDUSTRIES LTD,JVLAGRO,JVLAGRO,INR,80770612,NSE,STK
JYOTHY LABORATORIES LTD,JYOTHYLAB,JYOTHYLAB,INR,56984280,NSE,STK
JYOTI STRUCTURES LIMITED,JYOTISTRU,JYOTISTRUC,INR,56984285,NSE,STK
KABRA EXTRUSIONS TECHNIK LTD,KABRAEXTR,KABRAEXTRU,INR,75259155,NSE,STK
KAJARIA CERAMICS LIMITED,KAJARIACE,KAJARIACER,INR,56985038,NSE,STK
KAKATIYA CEMENT SUGAR & IND,KAKATCEM,KAKATCEM,INR,56984965,NSE,STK
KALINDEE RAIL NIRMAN (ENGIN),KALINDEE,KALINDEE,INR,56985114,NSE,STK
KALPATARU POWER TRANSMISSION,KALPATPOW,KALPATPOWR,INR,78724762,NSE,STK
KALYANI FORGE LIMITED,KALYANIFR,KALYANIFRG,INR,56984999,NSE,STK
KALYANI INVESTMENT CO LTD,KICL,KICL,INR,82847289,NSE,STK
KALYANI STEELS LTD,KSL,KSL,INR,75371420,NSE,STK
KAMAT HOTELS (INDIA),KAMATHOTE,KAMATHOTEL,INR,56985014,NSE,STK
KAMDHENU ISPAT LTD,KIL,KIL,INR,56984944,NSE,STK
KANANI INDUSTRIES LTD,KANANIIND,KANANIIND,INR,115713792,NSE,STK
KANORIA CHEMICALS & INDS,KANORICHE,KANORICHEM,INR,56984960,NSE,STK
KANSAI NEROLAC PAINTS LTD,KANSAINER,KANSAINER,INR,188508214,NSE,STK
KARMA ENERGY LTD,KARMAENG,KARMAENG,INR,90306052,NSE,STK
KARNATAKA BANK LTD,KTKBANK,KTKBANK,INR,56984959,NSE,STK
KARUR VYSYA BANK LTD,KARURVYSY,KARURVYSYA,INR,56985162,NSE,STK
KARUTURI GLOBAL LTD,KGL,KGL,INR,56984949,NSE,STK
KAUSHALYA INFRASTRUCTURE DEV,KAUSHALYA,KAUSHALYA,INR,56985020,NSE,STK
KAVERI SEED CO LTD,KSCL,KSCL,INR,143038370,NSE,STK
KAVVERI TELECOM PRODUCTS LTD,KAVVERITE,KAVVERITEL,INR,56985152,NSE,STK
KCP LTD,KCP,KCP,INR,78607397,NSE,STK
KCP SUGAR & INDUSTRIES CORP,KCPSUGIND,KCPSUGIND,INR,56984975,NSE,STK
KEC INTERNATIONAL LTD,KEC,KEC,INR,82450873,NSE,STK
KEI INDUSTRIES LIMITED,KEI,KEI,INR,56984990,NSE,STK
KEMROCK INDUSTRIES & EXPORT,KEMROCK,KEMROCK,INR,75733132,NSE,STK
KERNEX MICROSYSTEMS (I) LTD,KERNEX,KERNEX,INR,56985062,NSE,STK
KESAR ENTERPRISES LIMITED,KESARENT,KESARENT,INR,56985143,NSE,STK
KESAR TERMINALS & INFRASTRUC,KTIL,KTIL,INR,75246596,NSE,STK
KESORAM INDUSTRIES LIMITED,KESORAMIN,KESORAMIND,INR,56985129,NSE,STK
KEWAL KIRAN CLOTHING LTD,KKCL,KKCL,INR,56984994,NSE,STK
KEYNOTE CORPORATE SERVICES,KEYCORPSE,KEYCORPSER,INR,56984977,NSE,STK
KHAITAN ELECTRICALS LTD,KHAITANEL,KHAITANELE,INR,56985017,NSE,STK
KHAITAN INDIA LIMITED,KHAITANLT,KHAITANLTD,INR,56985025,NSE,STK
KHANDWALA SECURITIES LTD,KHANDSE,KHANDSE,INR,56985011,NSE,STK
KILITCH DRUGS (INDIA) LTD,KILITCH,KILITCH,INR,64686027,NSE,STK
KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRIINDUS,INR,56985028,NSE,STK
KIRLOSKAR BROTHERS LTD,KIRLOSBRO,KIRLOSBROS,INR,74580326,NSE,STK
KIRLOSKAR ELECTRIC CO LTD,KECL,KECL,INR,64686585,NSE,STK
KIRLOSKAR INDUSTRIES LTD,KIRLOSIND,KIRLOSIND,INR,76700017,NSE,STK
KIRLOSKAR OIL ENGINES LTD,KIRLOSENG,KIRLOSENG,INR,82394085,NSE,STK
KITEX GARMENTS LIMITED,KITEX,KITEX,INR,64686187,NSE,STK
KLG SYSTEL LIMITED,KLGSYSTEL,KLGSYSTEL,INR,56985055,NSE,STK
KM SUGAR MILLS LTD,KMSUGAR,KMSUGAR,INR,78526173,NSE,STK
KNR CONSTRUCTIONS LIMITED,KNRCON,KNRCON,INR,56985074,NSE,STK
KOHINOOR FOODS LIMITED,KOHINOOR,KOHINOOR,INR,56985000,NSE,STK
KOKUYO CAMLIN LIMITED,KOKUYOCML,KOKUYOCMLN,INR,56985288,NSE,STK
KOLTE-PATIL DEVELOPERS LTD,KOLTEPATI,KOLTEPATIL,INR,56985092,NSE,STK
KOPRAN LIMITED,KOPRAN,KOPRAN,INR,56985080,NSE,STK
KOTAK BANKING ETF,KOTAKBKET,KOTAKBKETF,INR,176565953,NSE,STK
KOTAK GOLD ETF,KOTAKGOLD,KOTAKGOLD,INR,190108660,NSE,STK
KOTAK MAHINDRA BANK LTD,KOTAKBANK,KOTAKBANK,INR,78743661,NSE,STK
KOTAK NIFTY 50,KOTAKNIFT,KOTAKNIFTY,INR,72664397,NSE,STK
KOTAK PSU BANK ETF,KOTAKPSUB,KOTAKPSUBK,INR,56985089,NSE,STK
KOTHARI PETROCHEMICALS LTD,KOTHARIPE,KOTHARIPET,INR,56985149,NSE,STK
KOTHARI PRODUCTS LTD,KOTHARIPR,KOTHARIPRO,INR,56985144,NSE,STK
KOTHARI SUGARS & CHEMICALS,KOTARISUG,KOTARISUG,INR,75733163,NSE,STK
KPIT TECHNOLOGIES LTD,KPIT,KPIT,INR,56985099,NSE,STK
KPR MILL LTD,KPRMILL,KPRMILL,INR,56985104,NSE,STK
KRBL LIMITED,KRBL,KRBL,INR,72526210,NSE,STK
KSB PUMPS LIMITED,KSBPUMPS,KSBPUMPS,INR,56985123,NSE,STK
KSK ENERGY VENTURES LIMITED,KSK,KSK,INR,56985132,NSE,STK
KSS LTD,KSERASERA,KSERASERA,INR,188508217,NSE,STK
KWALITY LTD,KWALITY,KWALITY,INR,70898795,NSE,STK
L&T FINANCE HOLDINGS LTD,LTFH,L&TFH,INR,92679222,NSE,STK
L.G. BALAKRISHNAN & BROS LTD,LGBBROSLT,LGBBROSLTD,INR,73388476,NSE,STK
LA OPALA RG LTD,LAOPALA,LAOPALA,INR,167929009,NSE,STK
LAKSHMI ENERGY & FOODS LTD,LAKSHMIEF,LAKSHMIEFL,INR,56983444,NSE,STK
LAKSHMI FINANCE & INDUSTRIAL,LFIC,LFIC,INR,190480647,NSE,STK
LAKSHMI MACHINE WORKS LTD,LAXMIMACH,LAXMIMACH,INR,56983463,NSE,STK
LAKSHMI PRECISION SCREWS,LAKPRE,LAKPRE,INR,56983451,NSE,STK
LAKSHMI VILAS BANK LTD,LAKSHVILA,LAKSHVILAS,INR,56983492,NSE,STK
LAMBODHARA TEXTILE LIMITED,LAMBODHAR,LAMBODHARA,INR,64686657,NSE,STK
LANCO INFRATECH LTD,LITL,LITL,INR,71431727,NSE,STK
LANDMARK PROPERTY DEV CO LTD,LPDC,LPDC,INR,56983481,NSE,STK
LARSEN & TOUBRO LIMITED,LT,LT,INR,44652051,NSE,STK
LGB FORGE LTD,LGBFORGE,LGBFORGE,INR,75733186,NSE,STK
LIBERTY SHOES LIMITED,LIBERTSHO,LIBERTSHOE,INR,56983413,NSE,STK
LIC HOUSING FINANCE LTD,LICHSGFIN,LICHSGFIN,INR,82450876,NSE,STK
LIC NOMURA G-SEC LONG T ETF,LICNMFET,LICNMFET,INR,179063358,NSE,STK
LINC PEN & PLASTICS LTD,LINCPEN,LINCPEN,INR,64686567,NSE,STK
LINDE INDIA LTD,LINDEINDI,LINDEINDIA,INR,56985750,NSE,STK
LLOYD ELECTRIC & ENGINEERING,LLOYDELEN,LLOYDELENG,INR,56983423,NSE,STK
LML LIMITED,LML,LML,INR,56983458,NSE,STK
LOKESH MACHINES LTD,LOKESHMAC,LOKESHMACH,INR,56983469,NSE,STK
LOTUS EYE CARE HOSPITAL LTD,LOTUSEYE,LOTUSEYE,INR,75733083,NSE,STK
LOVABLE LINGERIE LTD,LOVABLE,LOVABLE,INR,86139229,NSE,STK
LT FOODS LTD,DAAWAT,DAAWAT,INR,56983484,NSE,STK
LUMAX AUTO TECHNOLOGIES LTD,LUMAXTECH,LUMAXTECH,INR,56983454,NSE,STK
LUMAX AUTOMOTIVE SYSTEMS LTD,LUMAXAUTO,LUMAXAUTO,INR,56983406,NSE,STK
LUMAX INDUSTRIES LIMITED,LUMAXIND,LUMAXIND,INR,56983489,NSE,STK
LUPIN LTD,LUPIN,LUPIN,INR,78429379,NSE,STK
LYCOS INTERNET LTD,LYCOS,LYCOS,INR,110499148,NSE,STK
LYKA LABS LIMITED,LYKALABS,LYKALABS,INR,56983504,NSE,STK
LYPSA GEMS & JEWELLERY LTD,LYPSAGEMS,LYPSAGEMS,INR,110103477,NSE,STK
M.M. FORGINGS LTD,MMFL,MMFL,INR,56987302,NSE,STK
MAAN ALUMINIUM LTD,MAANALU,MAANALU,INR,56987120,NSE,STK
MADHAV GRANITE & REALTY LTD,MADHAV,MADHAV,INR,75733166,NSE,STK
MADHUCON PROJECTS LIMITED,MADHUCON,MADHUCON,INR,70128944,NSE,STK
MADRAS FERTILIZERS LTD,MADRASFER,MADRASFERT,INR,56987182,NSE,STK
MAGMA FINCORP LTD,MAGMA,MAGMA,INR,77882468,NSE,STK
MAGNUM VENTURES LIMITED,MAGNUM1,MAGNUM,INR,56986770,NSE,STK
MAHANAGAR TELEPHONE NIGAM,MTNL,MTNL,INR,44652190,NSE,STK
MAHARASHTRA SCOOTERS LTD,MAHSCOOTE,MAHSCOOTER,INR,56987252,NSE,STK
MAHARASHTRA SEAMLESS LTD,MAHSEAMLE,MAHSEAMLES,INR,56987249,NSE,STK
MAHINDRA & MAHINDRA FIN SECS,MMFS,M&MFIN,INR,122139383,NSE,STK
MAHINDRA & MAHINDRA LIMITED,MM,M&M,INR,73894413,NSE,STK
MAHINDRA CIE AUTOMOTIVE LTD,MAHINDCIE,MAHINDCIE,INR,56987207,NSE,STK
MAHINDRA HOLIDAYS & RESORTS,MHRIL,MHRIL,INR,64847576,NSE,STK
MAHINDRA LIFESPACE DEVELOPER,MAHLIFE,MAHLIFE,INR,56987299,NSE,STK
MAITHAN ALLOYS LTD,MAITHANAL,MAITHANALL,INR,64688067,NSE,STK
MALU PAPER MILLS LIMITED,MALUPAPER,MALUPAPER,INR,56987118,NSE,STK
MALWA COTTON SPINNING MILLS,MALWACOTT,MALWACOTT,INR,56987179,NSE,STK
MAN INDUSTRIES (INDIA) LTD,MANINDS,MANINDS,INR,56987125,NSE,STK
MAN INFRACONSTRUCTION LTD,MANINFRA,MANINFRA,INR,165118830,NSE,STK
MANAKSIA ALUMINIUM CO LTD,MANAKALUC,MANAKALUCO,INR,188952124,NSE,STK
MANAKSIA COATED METALS & IND,MANAKCOAT,MANAKCOAT,INR,188952129,NSE,STK
MANAKSIA INDUSTRIES LTD,MANAKINDS,MANAKINDST,INR,188952132,NSE,STK
MANAKSIA LIMITED,MANAKSIA,MANAKSIA,INR,56987130,NSE,STK
MANAKSIA STEELS LTD,MANAKSTEE,MANAKSTEEL,INR,188952139,NSE,STK
MANALI PETROCHEMICALS LTD,MANALIPET,MANALIPETC,INR,56987325,NSE,STK
MANAPPURAM FINANCE LTD,MANAPPURA,MANAPPURAM,INR,74960455,NSE,STK
MANDHANA INDUSTRIES LTD,MANDHANA,MANDHANA,INR,75373382,NSE,STK
MANGALAM CEMENT LIMITED,MANGLMCEM,MANGLMCEM,INR,56987225,NSE,STK
MANGALAM DRUGS AND ORGANICS,MANGALAM,MANGALAM,INR,56987189,NSE,STK
MANGALAM TIMBER PRODUCTS LTD,MANGTIMBE,MANGTIMBER,INR,56987247,NSE,STK
MANGALORE CHEMICALS & FERT,MANGCHEFE,MANGCHEFER,INR,56987159,NSE,STK
MANGALORE REFINERY & PETRO,MRPL,MRPL,INR,56987368,NSE,STK
MANPASAND BEVERAGES LTD,MANPASAND,MANPASAND,INR,199442978,NSE,STK
MANUGRAPH INDIA LTD,MANUGRAPH,MANUGRAPH,INR,56987259,NSE,STK
MARAL OVERSEAS LIMITED,MARALOVER,MARALOVER,INR,56987314,NSE,STK
MARICO LIMITED,MARICO,MARICO,INR,56987333,NSE,STK
MARKSANS PHARMA LIMITED,MARKSANS,MARKSANS,INR,56987343,NSE,STK
MARUTI SUZUKI INDIA LTD,MARUTI,MARUTI,INR,44652108,NSE,STK
MASTEK LIMITED,MASTEK,MASTEK,INR,56987135,NSE,STK
MAWANA SUGARS LTD,MAWANASUG,MAWANASUG,INR,75733248,NSE,STK
MAX INDIA LIMITED,MAX,MAX,INR,56987139,NSE,STK
MAXWELL INDUSTRIES LTD,MAXWELL,MAXWELL,INR,56987807,NSE,STK
MAYUR UNIQUOTERS LTD,MAYURUNIQ,MAYURUNIQ,INR,135333411,NSE,STK
MBL INFRASTRUCTURES LIMITED,MBLINFRA,MBLINFRA,INR,72178258,NSE,STK
MCDOWELL HOLDINGS LTD,MCDHOLDIN,MCDHOLDING,INR,75733278,NSE,STK
MCLEOD RUSSEL INDIA LIMITED,MCLEODRUS,MCLEODRUSS,INR,56987165,NSE,STK
MCNALLY BHARAT ENGINEERING,MBECL,MBECL,INR,56987172,NSE,STK
MEGASOFT LTD,MEGASOFT,MEGASOFT,INR,56987242,NSE,STK
MEGHMANI ORGANICS LTD,MEGH,MEGH,INR,56987202,NSE,STK
MELSTAR INFORMATION TECH LTD,MELSTAR,MELSTAR,INR,56987280,NSE,STK
MENON BEARINGS LTD,MENONBE,MENONBE,INR,189692920,NSE,STK
MEP INFRASTRUCTURE DVLPRS LT,MEP,MEP,INR,193482451,NSE,STK
MERCATOR LTD,MERCATOR,MERCATOR,INR,56987355,NSE,STK
MERCK LTD,MERCK,MERCK,INR,56984370,NSE,STK
METALYST FORGINGS LTD,METALFORG,METALFORGE,INR,56988198,NSE,STK
METKORE ALLOYS INDUSTRIES LT,METKORE,METKORE,INR,97056343,NSE,STK
MIC ELECTRONICS LIMITED,MIC,MIC,INR,56987262,NSE,STK
MICROSEC FINANCIAL SERVICES,MICROSEC,MICROSEC,INR,79711708,NSE,STK
MINDA CORP LTD,MINDACORP,MINDACORP,INR,178823720,NSE,STK
MINDA INDUSTRIES LTD,MINDAIND,MINDAIND,INR,56987308,NSE,STK
MINDTREE LIMITED,MINDTREE,MINDTREE,INR,56987628,NSE,STK
MIRC ELECTRONICS LIMITED,MIRCELECT,MIRCELECTR,INR,56987275,NSE,STK
MIRZA INTERNATIONAL LTD,MIRZAINT,MIRZAINT,INR,75733113,NSE,STK
MITCON CONSULTANCY & ENGINEE,MITCON,MITCON_SM,INR,137736522,NSE,STK
MMTC LTD,MMTC,MMTC,INR,77606383,NSE,STK
MOHIT INDUSTRIES LTD,MOHITIND,MOHITIND,INR,64687937,NSE,STK
MOIL LTD,MOIL,MOIL,INR,81828496,NSE,STK
MOLD-TEK PACKAGING LTD,MOLDTKPAC,MOLDTKPAC,INR,64688059,NSE,STK
MOMAI APPARELS LTD,MOMAI,MOMAI_SM,INR,170362549,NSE,STK
MONNET ISPAT & ENERGY LTD,MONNETISP,MONNETISPA,INR,56987278,NSE,STK
MONSANTO INDIA LIMITED,MONSANTO,MONSANTO,INR,56987160,NSE,STK
MONTE CARLO FASHIONS LTD,MONTECARL,MONTECARLO,INR,177391468,NSE,STK
MORARJEE TEXTILES LTD,MORARJEE,MORARJEE,INR,113480477,NSE,STK
MOREPEN LABORATORIES LTD,MOREPENLA,MOREPENLAB,INR,56987320,NSE,STK
MOSER BAER INDIA LTD,MOSERBAER,MOSERBAER,INR,56987145,NSE,STK
MOTHERSON SUMI SYSTEMS LTD,MOTHERSUM,MOTHERSUMI,INR,56987580,NSE,STK
MOTILAL OSWAL FINANCIAL SERV,MOTILALOF,MOTILALOFS,INR,56987319,NSE,STK
MOTILAL OSWAL MIDCAP 100,M100,M100,INR,83762518,NSE,STK
MOTILAL OSWAL MOST SHARES 50,M50,M50,INR,170275886,NSE,STK
MOTILAL OSWAL MOST-NASDA-100,N100,N100,INR,86356146,NSE,STK
MOTOR & GENERAL FINANCE LTD,MOTOGENFI,MOTOGENFIN,INR,56987232,NSE,STK
MPHASIS LIMITED,MPHASIS,MPHASIS,INR,56987328,NSE,STK
MPS LTD,MPSLTD,MPSLTD,INR,56987169,NSE,STK
MRF LIMITED,MRF,MRF,INR,56987338,NSE,STK
MRO-TEK LTD,MRO-TEK,MRO-TEK,INR,56987358,NSE,STK
MSP STEEL & POWER LTD,MSPL,MSPL,INR,56987535,NSE,STK
MT EDUCARE LTD,MTEDUCARE,MTEDUCARE,INR,105759563,NSE,STK
MUKAND ENGINEERS LIMITED,MUKANDENG,MUKANDENGG,INR,56987290,NSE,STK
MUKAND LIMITED,MUKANDLTD,MUKANDLTD,INR,56987694,NSE,STK
MUKTA ARTS LTD,MUKTAARTS,MUKTAARTS,INR,56987295,NSE,STK
MULTI COMMODITY EXCH INDIA,MCX,MCX,INR,103853702,NSE,STK
MUNJAL AUTO INDUSTRIES LTD,MUNJALAU,MUNJALAU,INR,99769535,NSE,STK
MUNJAL SHOWA LIMITED,MUNJALSHO,MUNJALSHOW,INR,56987285,NSE,STK
MURLI INDUSTRIES LIMITED,MURLIIND,MURLIIND,INR,73427382,NSE,STK
MURUDESHWAR CERAMICS LTD.,MURUDCERA,MURUDCERA,INR,56987154,NSE,STK
MUTHOOT FINANCE LTD,MUTHOOTFI,MUTHOOTFIN,INR,87790418,NSE,STK
MVL LIMITED,MVL,MVL,INR,80935023,NSE,STK
NAGARJUNA OIL REFINERY LTD,NAGAROIL,NAGAROIL,INR,93781868,NSE,STK
NAGREEKA CAPITAL & INFRASTRU,NAGREEKCA,NAGREEKCAP,INR,56984544,NSE,STK
NAGREEKA EXPORTS LIMITED,NAGREEKEX,NAGREEKEXP,INR,56984600,NSE,STK
NAHAR CAPITAL AND FIN SVCS,NAHARCAP,NAHARCAP,INR,56984540,NSE,STK
NAHAR INDUSTRIAL ENTERPRISES,NAHARINDU,NAHARINDUS,INR,56983685,NSE,STK
NAHAR POLY FILMS LTD,NAHARPOLY,NAHARPOLY,INR,56984668,NSE,STK
NAHAR SPINNING MILLS LTD,NAHARSPIN,NAHARSPING,INR,56984689,NSE,STK
NAKODA LTD,NAKODA,NAKODA,INR,72080216,NSE,STK
NALWA SONS INVESTMENTS LTD,NSIL,NSIL,INR,56984622,NSE,STK
NANDAN DENIM LTD,NDL,NDL,INR,103837976,NSE,STK
NATCO PHARMA LIMITED,NATCOPHAR,NATCOPHARM,INR,56984708,NSE,STK
NATH BIO-GENES LTD,NATHBIOGE,NATHBIOGEN,INR,143212166,NSE,STK
NATIONAL ALUMINIUM CO LTD,NATIONALU,NATIONALUM,INR,85433002,NSE,STK
