serialno,symbol,servicename,type,exchange,primaryexchange,currency,expiry,option,right,minsize,barsstarttime,streamingpriority,strategy
545,FIEMIND,FIEMIND,STK,NSE,,INR,,,,1,,100,
546,FILATEX,FILATEX,STK,NSE,,INR,,,,1,,100,
547,FINANTECH,FINANTECH,STK,NSE,,INR,,,,1,,4,ADR:CNX500
548,FINCABLES,FINCABLES,STK,NSE,,INR,,,,1,,4,ADR:CNX500
549,FINPIPE,FINPIPE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
550,FIRSTWIN,FIRSTWIN,STK,NSE,,INR,,,,1,,100,
551,FSL,FSL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
552,FLEXITUFF,FLEXITUFF,STK,NSE,,INR,,,,1,,4,ADR:CNX500
553,FORTIS,FORTIS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
554,FOSECOIND,FOSECOIND,STK,NSE,,INR,,,,1,,100,
555,PALRED,PALRED,STK,NSE,,INR,,,,1,,100,
556,CAPF,CAPF,STK,NSE,,INR,,,,1,,4,ADR:CNX500
557,FLFL,FLFL,STK,NSE,,INR,,,,1,,100,
558,FCEL,FCEL,STK,NSE,,INR,,,,1,,100,
559,GABRIEL,GABRIEL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
560,GAIL,GAIL,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
561,GALLISPAT,GALLISPAT,STK,NSE,,INR,,,,1,,100,
562,GALLANTT,GALLANTT,STK,NSE,,INR,,,,1,,100,
563,GAMMONIND,GAMMONIND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
564,GAMMNINFR,GAMMNINFRA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
565,GANDHITUB,GANDHITUBE,STK,NSE,,INR,,,,1,,100,
566,GANESHHOU,GANESHHOUC,STK,NSE,,INR,,,,1,,100,
567,GANGOTRI,GANGOTRI,STK,NSE,,INR,,,,1,,100,
568,GARDENSIL,GARDENSILK,STK,NSE,,INR,,,,1,,100,
569,GLOBOFFS,GLOBOFFS,STK,NSE,,INR,,,,1,,100,
570,GARWALLRO,GARWALLROP,STK,NSE,,INR,,,,1,,100,
571,GDL,GDL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
572,GATI,GATI,STK,NSE,,INR,,,,1,,4,ADR:CNX500
573,GAYAPROJ,GAYAPROJ,STK,NSE,,INR,,,,1,,100,
574,GEECEE,GEECEE,STK,NSE,,INR,,,,1,,100,
575,GEINDSYS,GEINDSYS,STK,NSE,,INR,,,,1,,100,
576,GEMINI,GEMINI,STK,NSE,,INR,,,,1,,100,
577,GENESYS,GENESYS,STK,NSE,,INR,,,,1,,100,
578,GENUSPOWE,GENUSPOWER,STK,NSE,,INR,,,,1,,100,
579,GEOJITBNP,GEOJITBNPP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
580,GEOMETRIC,GEOMETRIC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
581,GHCL,GHCL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
582,GISOLUTIO,GISOLUTION,STK,NSE,,INR,,,,1,,100,
583,GICHSGFIN,GICHSGFIN,STK,NSE,,INR,,,,1,,100,
584,GILLANDER,GILLANDERS,STK,NSE,,INR,,,,1,,100,
585,GILLETTE,GILLETTE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
586,GINNIFILA,GINNIFILA,STK,NSE,,INR,,,,1,,100,
587,GITANJALI,GITANJALI,STK,NSE,,INR,,,,1,,4,ADR:CNX500
588,GKB,GKB,STK,NSE,,INR,,,,1,,100,
589,GKWLIMITE,GKWLIMITED,STK,NSE,,INR,,,,1,,100,
590,GSKCONS,GSKCONS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
591,GLAXO,GLAXO,STK,NSE,,INR,,,,1,,4,ADR:CNX500
592,GLENMARK,GLENMARK,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
593,GLOBALVEC,GLOBALVECT,STK,NSE,,INR,,,,1,,100,
594,GLOBUSSPR,GLOBUSSPR,STK,NSE,,INR,,,,1,,100,
595,GLODYNE,GLODYNE,STK,NSE,,INR,,,,1,,100,
596,GLORY,GLORY,STK,NSE,,INR,,,,1,,100,
597,GMBREW,GMBREW,STK,NSE,,INR,,,,1,,100,
598,GMRINFRA,GMRINFRA,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
599,GOACARBON,GOACARBON,STK,NSE,,INR,,,,1,,100,
600,GPIL,GPIL,STK,NSE,,INR,,,,1,,100,
601,GODFRYPHL,GODFRYPHLP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
602,GODREJCP,GODREJCP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
603,GODREJIND,GODREJIND,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
604,GPL,GODREJPROP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
605,GOENKA,GOENKA,STK,NSE,,INR,,,,1,,100,
606,GOKEX,GOKEX,STK,NSE,,INR,,,,1,,100,
607,GOKUL,GOKUL,STK,NSE,,INR,,,,1,,100,
608,GOLDBEES,GOLDBEES,STK,NSE,,INR,,,,1,,100,
609,GOLDENTOB,GOLDENTOBC,STK,NSE,,INR,,,,1,,100,
610,GOLDIAM,GOLDIAM,STK,NSE,,INR,,,,1,,100,
611,BANKBEES,BANKBEES,STK,NSE,,INR,,,,1,,100,
612,INFRABEES,INFRABEES,STK,NSE,,INR,,,,1,,100,
613,LIQUIDBEE,LIQUIDBEES,STK,NSE,,INR,,,,1,,100,
614,NIFTYBEES,NIFTYBEES,STK,NSE,,INR,,,,1,,100,
615,JUNIORBEE,JUNIORBEES,STK,NSE,,INR,,,,1,,100,
616,PSUBNKBEE,PSUBNKBEES,STK,NSE,,INR,,,,1,,100,
617,SHARIABEE,SHARIABEES,STK,NSE,,INR,,,,1,,100,
618,GOLDINFRA,GOLDINFRA,STK,NSE,,INR,,,,1,,100,
619,GOLDTECH,GOLDTECH,STK,NSE,,INR,,,,1,,100,
620,GRANULES,GRANULES,STK,NSE,,INR,,,,1,,100,
621,GRAPHITE,GRAPHITE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
622,GRASIM,GRASIM,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
623,GRAVITA,GRAVITA,STK,NSE,,INR,,,,1,,100,
624,GESHIP,GESHIP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
625,GTOFFSHOR,GTOFFSHORE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
626,GREAVESCO,GREAVESCOT,STK,NSE,,INR,,,,1,,4,ADR:CNX500
627,AUSTRAL,AUSTRAL,STK,NSE,,INR,,,,1,,100,
628,GREENPLY,GREENPLY,STK,NSE,,INR,,,,1,,100,
629,GRINDWELL,GRINDWELL,STK,NSE,,INR,,,,1,,100,
630,GRUH,GRUH,STK,NSE,,INR,,,,1,,4,ADR:CNX500
631,CPSEETF,CPSEETF,STK,NSE,,INR,,,,1,,100,
632,GSS,GSS,STK,NSE,,INR,,,,1,,100,
633,GTLINFRA,GTLINFRA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
634,GTL,GTL,STK,NSE,,INR,,,,1,,100,
635,GTNIND,GTNIND,STK,NSE,,INR,,,,1,,100,
636,GTNTEX,GTNTEX,STK,NSE,,INR,,,,1,,100,
637,GUFICBIO,GUFICBIO,STK,NSE,,INR,,,,1,,100,
638,GUJALKALI,GUJALKALI,STK,NSE,,INR,,,,1,,4,ADR:CNX500
639,GAEL,GAEL,STK,NSE,,INR,,,,1,,100,
640,GUJAPOLLO,GUJAPOLLO,STK,NSE,,INR,,,,1,,100,
641,GUJFLUORO,GUJFLUORO,STK,NSE,,INR,,,,1,,4,ADR:CNX500
642,GUJRATGAS,GUJRATGAS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
643,GIPCL,GIPCL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
644,GLFL,GLFL,STK,NSE,,INR,,,,1,,100,
645,GMDCLTD,GMDCLTD,STK,NSE,,INR,,,,1,,4,ADR:CNX500
646,GNFC,GNFC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
647,GUJNRECOK,GUJNRECOKE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
648,GUJNREDVR,GUJNREDVR,STK,NSE,,INR,,,,1,,100,
649,GPPL,GPPL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
650,GSCLCEMEN,GSCLCEMENT,STK,NSE,,INR,,,,1,,100,
651,GSFC,GSFC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
652,GSPL,GSPL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
653,GULFOILCO,GULFOILCOR,STK,NSE,,INR,,,,1,,100,
654,GVKPIL,GVKPIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
655,GAL,GAL,STK,NSE,,INR,,,,1,,100,
656,PHOENIXLL,PHOENIXLL,STK,NSE,,INR,,,,1,,100,
657,HNGSNGBEE,HNGSNGBEES,STK,NSE,,INR,,,,1,,100,
658,HANUNG,HANUNG,STK,NSE,,INR,,,,1,,100,
659,HARITASEA,HARITASEAT,STK,NSE,,INR,,,,1,,100,
660,HARRMALAY,HARRMALAYA,STK,NSE,,INR,,,,1,,100,
661,HATHWAY,HATHWAY,STK,NSE,,INR,,,,1,,4,ADR:CNX500
662,HAVELLS,HAVELLS,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
663,HBSTOCK,HBSTOCK,STK,NSE,,INR,,,,1,,100,
664,HBLPOWER,HBLPOWER,STK,NSE,,INR,,,,1,,100,
665,HCL-INSYS,HCL-INSYS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
666,HCLTECH,HCLTECH,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
667,HDFCBANK,HDFCBANK,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
668,HDFCMFGET,HDFCMFGETF,STK,NSE,,INR,,,,1,,100,
669,HEG,HEG,STK,NSE,,INR,,,,1,,4,ADR:CNX500
670,HEIDELBER,HEIDELBERG,STK,NSE,,INR,,,,1,,100,
671,HELIOSMAT,HELIOSMATH,STK,NSE,,INR,,,,1,,100,
672,HERCULES,HERCULES,STK,NSE,,INR,,,,1,,100,
673,HERITGFOO,HERITGFOOD,STK,NSE,,INR,,,,1,,4,ADR:CNX500
674,HEROMOTOC,HEROMOTOCO,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
675,HEXATRADE,HEXATRADEX,STK,NSE,,INR,,,,1,,100,
676,HEXAWARE,HEXAWARE,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
677,HITECHGEA,HITECHGEAR,STK,NSE,,INR,,,,1,,100,
678,HIKAL,HIKAL,STK,NSE,,INR,,,,1,,100,
679,HILTON,HILTON,STK,NSE,,INR,,,,1,,100,
680,HFCL,HFCL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
681,HCIL,HCIL,STK,NSE,,INR,,,,1,,100,
682,HIMATSEID,HIMATSEIDE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
683,HIRECT,HIRECT,STK,NSE,,INR,,,,1,,100,
684,HINDALCO,HINDALCO,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
685,HINDUJAFO,HINDUJAFO,STK,NSE,,INR,,,,1,,100,
686,HGS,HGS,STK,NSE,,INR,,,,1,,100,
687,HINDUJAVE,HINDUJAVEN,STK,NSE,,INR,,,,1,,100,
688,HINDCOMPO,HINDCOMPOS,STK,NSE,,INR,,,,1,,100,
689,HCC,HCC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
690,HINDCOPPE,HINDCOPPER,STK,NSE,,INR,,,,1,,4,ADR:CNX500
691,HINDDORRO,HINDDORROL,STK,NSE,,INR,,,,1,,100,
692,HMVL,HMVL,STK,NSE,,INR,,,,1,,100,
693,HINDMOTOR,HINDMOTORS,STK,NSE,,INR,,,,1,,100,
694,HINDOILEX,HINDOILEXP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
695,HOCL,HOCL,STK,NSE,,INR,,,,1,,100,
696,HINDPETRO,HINDPETRO,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
697,HINDSYNTE,HINDSYNTEX,STK,NSE,,INR,,,,1,,100,
698,HINDUNILV,HINDUNILVR,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
699,HINDZINC,HINDZINC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
700,HINDNATGL,HINDNATGLS,STK,NSE,,INR,,,,1,,100,
701,HIRAFERRO,HIRAFERRO,STK,NSE,,INR,,,,1,,100,
702,HITACHIHO,HITACHIHOM,STK,NSE,,INR,,,,1,,100,
703,HITECHPLA,HITECHPLAS,STK,NSE,,INR,,,,1,,100,
704,HMT,HMT,STK,NSE,,INR,,,,1,,100,
705,HONDAPOWE,HONDAPOWER,STK,NSE,,INR,,,,1,,100,
706,HONAUT,HONAUT,STK,NSE,,INR,,,,1,,4,ADR:CNX500
707,SKIL,SKIL,STK,NSE,,INR,,,,1,,100,
708,HOTELEELA,HOTELEELA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
709,HDIL,HDIL,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
710,HDFC,HDFC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
711,HOVS,HOVS,STK,NSE,,INR,,,,1,,100,
712,HSIL,HSIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
713,HTMEDIA,HTMEDIA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
714,HIL,HIL,STK,NSE,,INR,,,,1,,100,
715,HYDROSS,HYDROS&S,STK,NSE,,INR,,,,1,,100,
716,TV18BRDCS,TV18BRDCST,STK,NSE,,INR,,,,1,,4,ADR:CNX500
717,AKZOINDIA,AKZOINDIA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
718,ICICIBANK,ICICIBANK,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
719,ICNX100,ICNX100,STK,NSE,,INR,,,,1,,100,
720,IGOLD,IGOLD,STK,NSE,,INR,,,,1,,100,
721,INIFTY,INIFTY,STK,NSE,,INR,,,,1,,100,
722,ICRA,ICRA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
723,ICSA,ICSA,STK,NSE,,INR,,,,1,,100,
724,IDBI,IDBI,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
725,IDBIGOLD,IDBIGOLD,STK,NSE,,INR,,,,1,,100,
726,IDEA,IDEA,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
727,IFBAGRO,IFBAGRO,STK,NSE,,INR,,,,1,,100,
728,IFBIND,IFBIND,STK,NSE,,INR,,,,1,,100,
729,IFCI,IFCI,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
730,IFGLREFRA,IFGLREFRAC,STK,NSE,,INR,,,,1,,100,
731,IGPL,IGPL,STK,NSE,,INR,,,,1,,100,
732,IGARASHI,IGARASHI,STK,NSE,,INR,,,,1,,100,
733,IIFLNIFTY,IIFLNIFTY,STK,NSE,,INR,,,,1,,100,
734,IVC,IVC,STK,NSE,,INR,,,,1,,100,
735,ILFSENGG,IL&FSENGG,STK,NSE,,INR,,,,1,,4,ADR:CNX500
736,ILFSTRANS,IL&FSTRANS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
737,INDLMETER,INDLMETER,STK,NSE,,INR,,,,1,,100,
738,IMPEXFERR,IMPEXFERRO,STK,NSE,,INR,,,,1,,100,
739,INDSWFTLT,INDSWFTLTD,STK,NSE,,INR,,,,1,,100,
740,INDSWFTLA,INDSWFTLAB,STK,NSE,,INR,,,,1,,100,
741,INDBANK,INDBANK,STK,NSE,,INR,,,,1,,100,
742,INDIACEM,INDIACEM,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
743,INDIAGLYC,INDIAGLYCO,STK,NSE,,INR,,,,1,,4,ADR:CNX500
744,IIFL,IIFL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
745,IMPAL,IMPAL,STK,NSE,,INR,,,,1,,100,
746,INDNIPPON,INDNIPPON,STK,NSE,,INR,,,,1,,100,
747,INBULLS,IBULHSGFIN,STK,NSE,,INR,,,,1,,4,ADR:CNX500
748,IBIPL,IBIPL,STK,NSE,,INR,,,,1,,100,
749,IBPOW,IBPOW,STK,NSE,,INR,,,,1,,4,ADR:CNX500
750,IBREALEST,IBREALEST,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
751,IBSEC,IBSEC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
752,IBWSL,IBWSL,STK,NSE,,INR,,,,1,,100,
753,INDIANB,INDIANB,STK,NSE,,INR,,,,1,,4,ADR:CNX500
754,INDIANCAR,INDIANCARD,STK,NSE,,INR,,,,1,,100,
755,INDHOTEL,INDHOTEL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
756,INDIANHUM,INDIANHUME,STK,NSE,,INR,,,,1,,100,
757,IMFA,IMFA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
758,IOC,IOC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
759,IOB,IOB,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
760,INDTERRAI,INDTERRAIN,STK,NSE,,INR,,,,1,,100,
761,ICIL,ICIL,STK,NSE,,INR,,,,1,,100,
762,INDORAMA,INDORAMA,STK,NSE,,INR,,,,1,,100,
763,INDOTECH,INDOTECH,STK,NSE,,INR,,,,1,,100,
764,INDOTHAI,INDOTHAI,STK,NSE,,INR,,,,1,,100,
765,INDOCO,INDOCO,STK,NSE,,INR,,,,1,,100,
766,INDOSOLAR,INDOSOLAR,STK,NSE,,INR,,,,1,,100,
767,INDOWIND,INDOWIND,STK,NSE,,INR,,,,1,,100,
768,IGL,IGL,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
769,INDRAMEDC,INDRAMEDCO,STK,NSE,,INR,,,,1,,4,ADR:CNX500
770,INDUSFILA,INDUSFILA,STK,NSE,,INR,,,,1,,100,
771,INDUSINDB,INDUSINDBK,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
772,IITL,IITL,STK,NSE,,INR,,,,1,,100,
773,STYABS,STYABS,STK,NSE,,INR,,,,1,,100,
774,INFINITE,INFINITE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
775,NAUKRI,NAUKRI,STK,NSE,,INR,,,,1,,4,ADR:CNX500
776,INFODRIVE,INFODRIVE,STK,NSE,,INR,,,,1,,100,
777,INFOMEDIA,INFOMEDIA,STK,NSE,,INR,,,,1,,100,
778,INFY,INFY,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
779,INFOTECEN,INFOTECENT,STK,NSE,,INR,,,,1,,4,ADR:CNX500
780,IDFC,IDFC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
781,INGVYSYAB,INGVYSYABK,STK,NSE,,INR,,,,1,,4,ADR:CNX500
782,INGERRAND,INGERRAND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
783,INNOIND,INNOIND,STK,NSE,,INR,,,,1,,100,
784,INOXLEISU,INOXLEISUR,STK,NSE,,INR,,,,1,,4,ADR:CNX500
785,INSECTICI,INSECTICID,STK,NSE,,INR,,,,1,,100,
786,INTEGRA,INTEGRA,STK,NSE,,INR,,,,1,,100,
787,ISFT,ISFT,STK,NSE,,INR,,,,1,,100,
788,INVENTURE,INVENTURE,STK,NSE,,INR,,,,1,,100,
789,IOLCP,IOLCP,STK,NSE,,INR,,,,1,,100,
790,IPRINGLTD,IPRINGLTD,STK,NSE,,INR,,,,1,,100,
791,IPCALAB,IPCALAB,STK,NSE,,INR,,,,1,,4,ADR:CNX500
792,IRB,IRB,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
793,ISMTLTD,ISMTLTD,STK,NSE,,INR,,,,1,,100,
794,ITC,ITC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
795,ITDCEM,ITDCEM,STK,NSE,,INR,,,,1,,100,
796,ITI,ITI,STK,NSE,,INR,,,,1,,100,
797,IVP,IVP,STK,NSE,,INR,,,,1,,100,
798,IVRCLINFR,IVRCLINFRA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
799,JKIL,JKIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
800,JAGRAN,JAGRAN,STK,NSE,,INR,,,,1,,4,ADR:CNX500
801,JAGSNPHAR,JAGSNPHARM,STK,NSE,,INR,,,,1,,100,
802,JAIBALAJI,JAIBALAJI,STK,NSE,,INR,,,,1,,100,
803,JAICORPLT,JAICORPLTD,STK,NSE,,INR,,,,1,,4,ADR:CNX500
804,JAIHINDPR,JAIHINDPRO,STK,NSE,,INR,,,,1,,100,
805,JISLDVREQ,JISLDVREQS,STK,NSE,,INR,,,,1,,100,
806,JISLJALEQ,JISLJALEQS,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
807,JAINSTUDI,JAINSTUDIO,STK,NSE,,INR,,,,1,,100,
808,JPASSOCIA,JPASSOCIAT,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
809,JPPOWER,JPPOWER,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
810,JKBANK,J&KBANK,STK,NSE,,INR,,,,1,,4,ADR:CNX500
811,JAMNAAUTO,JAMNAAUTO,STK,NSE,,INR,,,,1,,100,
812,JAYBARMAR,JAYBARMARU,STK,NSE,,INR,,,,1,,100,
813,JAYAGROGN,JAYAGROGN,STK,NSE,,INR,,,,1,,100,
814,JAYNECOIN,JAYNECOIND,STK,NSE,,INR,,,,1,,100,
815,JPINFRATE,JPINFRATEC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
816,JAYSREETE,JAYSREETEA,STK,NSE,,INR,,,,1,,100,
817,JBCHEPHAR,JBCHEPHARM,STK,NSE,,INR,,,,1,,4,ADR:CNX500
818,JBFIND,JBFIND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
819,JBMA,JBMA,STK,NSE,,INR,,,,1,,100,
820,JCTEL,JCTEL,STK,NSE,,INR,,,,1,,100,
821,JDORGOCHE,JDORGOCHEM,STK,NSE,,INR,,,,1,,100,
822,JENSONICO,JENSONICOL,STK,NSE,,INR,,,,1,,100,
823,JETAIRWAY,JETAIRWAYS,STK,NSE,,INR,,,,1,,100,
824,JEYPORE,JEYPORE,STK,NSE,,INR,,,,1,,100,
825,JHS,JHS,STK,NSE,,INR,,,,1,,100,
826,JIKIND,JIKIND,STK,NSE,,INR,,,,1,,100,
827,JINDCOT,JINDCOT,STK,NSE,,INR,,,,1,,100,
828,JINDRILL,JINDRILL,STK,NSE,,INR,,,,1,,100,
829,JINDALPHO,JINDALPHOT,STK,NSE,,INR,,,,1,,100,
830,JINDALPOL,JINDALPOLY,STK,NSE,,INR,,,,1,,100,
831,JPIF,JPOLYINVST,STK,NSE,,INR,,,,1,,100,
832,JINDALSAW,JINDALSAW,STK,NSE,,INR,,,,1,,4,ADR:CNX500
833,JSWHL,JSWHL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
834,JSL,JSL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
835,JINDALSTE,JINDALSTEL,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
836,JINDWORLD,JINDWORLD,STK,NSE,,INR,,,,1,,100,
837,JKCEMENT,JKCEMENT,STK,NSE,,INR,,,,1,,100,
838,JKLAKSHMI,JKLAKSHMI,STK,NSE,,INR,,,,1,,4,ADR:CNX500
839,JKPAPER,JKPAPER,STK,NSE,,INR,,,,1,,100,
840,JKTYRE,JKTYRE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
841,JMFINANCI,JMFINANCIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
842,JMCPROJEC,JMCPROJECT,STK,NSE,,INR,,,,1,,100,
843,JMTAUTOLT,JMTAUTOLTD,STK,NSE,,INR,,,,1,,100,
844,JOCIL,JOCIL,STK,NSE,,INR,,,,1,,100,
845,JSWENERGY,JSWENERGY,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
846,JSWSTEEL,JSWSTEEL,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
847,JUBLFOOD,JUBLFOOD,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
848,JUBLINDS,JUBLINDS,STK,NSE,,INR,,,,1,,100,
849,JUBILANT,JUBILANT,STK,NSE,,INR,,,,1,,4,ADR:CNX500
850,JUMBO,JUMBO,STK,NSE,,INR,,,,1,,100,
851,JUSTDIAL,JUSTDIAL,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
852,JVLAGRO,JVLAGRO,STK,NSE,,INR,,,,1,,100,
853,JYOTHYLAB,JYOTHYLAB,STK,NSE,,INR,,,,1,,4,ADR:CNX500
854,JYOTISTRU,JYOTISTRUC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
855,KSERASERA,KSERASERA,STK,NSE,,INR,,,,1,,100,
856,KABRAEXTR,KABRAEXTRU,STK,NSE,,INR,,,,1,,100,
857,KAJARIACE,KAJARIACER,STK,NSE,,INR,,,,1,,4,ADR:CNX500
858,KAKATCEM,KAKATCEM,STK,NSE,,INR,,,,1,,100,
859,ACCELYA,ACCELYA,STK,NSE,,INR,,,,1,,100,
860,KALINDEE,KALINDEE,STK,NSE,,INR,,,,1,,100,
861,KALPATPOW,KALPATPOWR,STK,NSE,,INR,,,,1,,4,ADR:CNX500
862,KALYANIFR,KALYANIFRG,STK,NSE,,INR,,,,1,,100,
863,KICL,KICL,STK,NSE,,INR,,,,1,,100,
864,KSL,KSL,STK,NSE,,INR,,,,1,,100,
865,KAMATHOTE,KAMATHOTEL,STK,NSE,,INR,,,,1,,100,
866,KIL,KIL,STK,NSE,,INR,,,,1,,100,
867,KANANIIND,KANANIIND,STK,NSE,,INR,,,,1,,100,
868,KANDAGIRI,KANDAGIRI,STK,NSE,,INR,,,,1,,100,
869,KANORICHE,KANORICHEM,STK,NSE,,INR,,,,1,,100,
