serialno,brokersymbol,exchangesymbol,displayname,type,exchange,primaryexchange,currency,expiry,option,right,minsize,barstarttime,streaming,strikedistance,strategy
335,BEL,BEL,,FUT,NSE,,INR,20180222,,,4950,,3,5.0,DATA
336,DHFL,DHFL,,FUT,NSE,,INR,20180222,,,1500,,3,20.0,DATA
337,PIDILITIN,PIDILITIND,,FUT,NSE,,INR,20180222,,,1000,,3,20.0,DATA
338,STAR,STAR,,FUT,NSE,,INR,20180222,,,600,,3,20.0,DATA
339,BALKRISIN,BALKRISIND,,FUT,NSE,,INR,20180222,,,800,,3,25.0,DATA
340,ITC,ITC,,FUT,NSE,,INR,20180222,,,2400,,2,5.0,DATA
341,IDBI,IDBI,,FUT,NSE,,INR,20180222,,,10000,,3,2.5,DATA
342,MOTHERSUM,MOTHERSUMI,,FUT,NSE,,INR,20180222,,,1600,,3,10.0,DATA
343,GSFC,GSFC,,FUT,NSE,,INR,20180222,,,4500,,3,5.0,DATA
344,MARUTI,MARUTI,,FUT,NSE,,INR,20180222,,,75,,2,50.0,DATA
345,BALRAMCHI,BALRAMCHIN,,FUT,NSE,,INR,20180222,,,3500,,3,5.0,DATA
346,RECLTD,RECLTD,,FUT,NSE,,INR,20180222,,,6000,,3,5.0,DATA
347,WIPRO,WIPRO,,FUT,NSE,,INR,20180222,,,2400,,2,5.0,DATA
348,HDFC,HDFC,,FUT,NSE,,INR,20180222,,,500,,2,20.0,DATA
349,NESTLEIND,NESTLEIND,,FUT,NSE,,INR,20180222,,,100,,2,50.0,DATA
350,ADANIPORT,ADANIPORTS,,FUT,NSE,,INR,20180222,,,2500,,2,10.0,DATA
351,INFY,INFY,,FUT,NSE,,INR,20180222,,,600,,2,20.0,DATA
352,DALMIABHA,DALMIABHA,,FUT,NSE,,INR,20180222,,,300,,3,50.0,DATA
353,BAJAJFINS,BAJAJFINSV,,FUT,NSE,,INR,20180222,,,125,,3,50.0,DATA
354,ENGINERSI,ENGINERSIN,,FUT,NSE,,INR,20180222,,,3500,,3,2.5,DATA
355,INFIBEAM,INFIBEAM,,FUT,NSE,,INR,20180222,,,4000,,3,10.0,DATA
356,TORNTPOWE,TORNTPOWER,,FUT,NSE,,INR,20180222,,,3000,,3,5.0,DATA
357,HCC,HCC,,FUT,NSE,,INR,20180222,,,15000,,3,2.5,DATA
358,WOCKPHARM,WOCKPHARMA,,FUT,NSE,,INR,20180222,,,900,,3,20.0,DATA
359,TECHM,TECHM,,FUT,NSE,,INR,20180222,,,1200,,2,10.0,DATA
360,CANFINHOM,CANFINHOME,,FUT,NSE,,INR,20180222,,,1250,,3,10.0,DATA
361,PTC,PTC,,FUT,NSE,,INR,20180222,,,8000,,3,2.5,DATA
362,DLF,DLF,,FUT,NSE,,INR,20180222,,,5000,,2,10.0,DATA
363,TATACOMM,TATACOMM,,FUT,NSE,,INR,20180222,,,800,,2,20.0,DATA
364,FORTIS,FORTIS,,FUT,NSE,,INR,20180222,,,3500,,3,5.0,DATA
365,CAPF,CAPF,,FUT,NSE,,INR,20180222,,,800,,3,20.0,DATA
366,JUBLFOOD,JUBLFOOD,,FUT,NSE,,INR,20180222,,,500,,3,50.0,DATA
367,IDFCBANK,IDFCBANK,,FUT,NSE,,INR,20180222,,,9000,,3,2.5,DATA
368,ARVIND,ARVIND,,FUT,NSE,,INR,20180222,,,2000,,3,10.0,DATA
369,CHENNPETR,CHENNPETRO,,FUT,NSE,,INR,20180222,,,1500,,3,10.0,DATA
370,VOLTAS,VOLTAS,,FUT,NSE,,INR,20180222,,,1000,,3,10.0,DATA
371,RAMCOCEM,RAMCOCEM,,FUT,NSE,,INR,20180222,,,800,,3,20.0,DATA
372,RELINFRA,RELINFRA,,FUT,NSE,,INR,20180222,,,1300,,2,20.0,DATA
373,MUTHOOTFI,MUTHOOTFIN,,FUT,NSE,,INR,20180222,,,1500,,3,10.0,DATA
374,KAJARIACE,KAJARIACER,,FUT,NSE,,INR,20180222,,,800,,3,20.0,DATA
375,IDEA,IDEA,,FUT,NSE,,INR,20180222,,,7000,,2,2.5,DATA
376,JSWSTEEL,JSWSTEEL,,FUT,NSE,,INR,20180222,,,3000,,3,5.0,DATA
377,MMFIN,M&MFIN,,FUT,NSE,,INR,20180222,,,1250,,3,10.0,DATA
378,ULTRACEMC,ULTRACEMCO,,FUT,NSE,,INR,20180222,,,200,,2,50.0,DATA
379,ONGC,ONGC,,FUT,NSE,,INR,20180222,,,3750,,2,2.5,DATA
380,HAVELLS,HAVELLS,,FUT,NSE,,INR,20180222,,,2000,,3,10.0,DATA
381,JPASSOCIA,JPASSOCIAT,,FUT,NSE,,INR,20180222,,,34000,,2,2.5,DATA
382,PETRONET,PETRONET,,FUT,NSE,,INR,20180222,,,3000,,3,5.0,DATA
383,BHARATFOR,BHARATFORG,,FUT,NSE,,INR,20180222,,,1200,,3,10.0,DATA
384,LICHSGFIN,LICHSGFIN,,FUT,NSE,,INR,20180222,,,1100,,3,10.0,DATA
385,IGL,IGL,,FUT,NSE,,INR,20180222,,,2750,,3,10.0,DATA
386,TATAGLOBA,TATAGLOBAL,,FUT,NSE,,INR,20180222,,,4500,,3,5.0,DATA
387,RBLBANK,RBLBANK,,FUT,NSE,,INR,20180222,,,1000,,3,10.0,DATA
388,PEL,PEL,,FUT,NSE,,INR,20180222,,,300,,3,50.0,DATA
389,CGPOWER,CGPOWER,,FUT,NSE,,INR,20180222,,,12000,,3,2.5,DATA
390,UJJIVAN,UJJIVAN,,FUT,NSE,,INR,20180222,,,1600,,3,10.0,DATA
391,TATACHEM,TATACHEM,,FUT,NSE,,INR,20180222,,,1500,,2,10.0,DATA
392,HINDUNILV,HINDUNILVR,,FUT,NSE,,INR,20180222,,,600,,2,20.0,DATA
393,NHPC,NHPC,,FUT,NSE,,INR,20180222,,,27000,,3,2.5,DATA
394,AUROPHARM,AUROPHARMA,,FUT,NSE,,INR,20180222,,,800,,2,20.0,DATA
395,MANAPPURA,MANAPPURAM,,FUT,NSE,,INR,20180222,,,6000,,3,5.0,DATA
396,RNAVAL,RNAVAL,,FUT,NSE,,INR,20180222,,,9000,,3,2.5,DATA
397,PFC,PFC,,FUT,NSE,,INR,20180222,,,6000,,3,2.5,DATA
398,PVR,PVR,,FUT,NSE,,INR,20180222,,,400,,3,10.0,DATA
399,TATAMOTOR,TATAMOTORS,,FUT,NSE,,INR,20180222,,,1500,,2,10.0,DATA
400,UPL,UPL,,FUT,NSE,,INR,20180222,,,1200,,2,20.0,DATA
401,GODFRYPHL,GODFRYPHLP,,FUT,NSE,,INR,20180222,,,500,,3,20.0,DATA
402,SUNTV,SUNTV,,FUT,NSE,,INR,20180222,,,1000,,3,20.0,DATA
403,AMARAJABA,AMARAJABAT,,FUT,NSE,,INR,20180222,,,700,,3,20.0,DATA
404,LUPIN,LUPIN,,FUT,NSE,,INR,20180222,,,600,,2,20.0,DATA
405,DABUR,DABUR,,FUT,NSE,,INR,20180222,,,2500,,2,5.0,DATA
406,SYNDIBANK,SYNDIBANK,,FUT,NSE,,INR,20180222,,,9000,,3,5.0,DATA
407,BPCL,BPCL,,FUT,NSE,,INR,20180222,,,1800,,2,10.0,DATA
408,JINDALSTE,JINDALSTEL,,FUT,NSE,,INR,20180222,,,4500,,2,5.0,DATA
409,POWERGRID,POWERGRID,,FUT,NSE,,INR,20180222,,,4000,,2,2.5,DATA
410,NCC,NCC,,FUT,NSE,,INR,20180222,,,8000,,3,2.5,DATA
411,NBCC,NBCC,,FUT,NSE,,INR,20180222,,,3000,,3,5.0,DATA
412,IDFC,IDFC,,FUT,NSE,,INR,20180222,,,13200,,2,2.5,DATA
413,INFRATEL,INFRATEL,,FUT,NSE,,INR,20180222,,,1700,,2,10.0,DATA
414,ZEEL,ZEEL,,FUT,NSE,,INR,20180222,,,1300,,2,10.0,DATA
415,HINDALCO,HINDALCO,,FUT,NSE,,INR,20180222,,,3500,,2,5.0,DATA
416,BEML,BEML,,FUT,NSE,,INR,20180222,,,300,,3,50.0,DATA
417,HDIL,HDIL,,FUT,NSE,,INR,20180222,,,9000,,3,2.5,DATA
418,GODREJIND,GODREJIND,,FUT,NSE,,INR,20180222,,,1500,,3,10.0,DATA
419,VGUARD,VGUARD,,FUT,NSE,,INR,20180222,,,3000,,3,5.0,DATA
420,CASTROLIN,CASTROLIND,,FUT,NSE,,INR,20180222,,,2800,,2,2.5,DATA
421,ICICIBANK,ICICIBANK,,FUT,NSE,,INR,20180222,,,2750,,2,5.0,DATA
422,MRF,MRF,,FUT,NSE,,INR,20180222,,,15,,3,50.0,DATA
423,DRREDDY,DRREDDY,,FUT,NSE,,INR,20180222,,,250,,2,50.0,DATA
424,NATIONALU,NATIONALUM,,FUT,NSE,,INR,20180222,,,8000,,3,2.5,DATA
425,GRANULES,GRANULES,,FUT,NSE,,INR,20180222,,,5000,,3,5.0,DATA
426,TATAMTRDV,TATAMTRDVR,,FUT,NSE,,INR,20180222,,,2500,,2,5.0,DATA
427,COALINDIA,COALINDIA,,FUT,NSE,,INR,20180222,,,2200,,2,5.0,DATA
428,BHARATFIN,BHARATFIN,,FUT,NSE,,INR,20180222,,,1000,,3,20.0,DATA
429,CENTURYTE,CENTURYTEX,,FUT,NSE,,INR,20180222,,,550,,3,50.0,DATA
430,GAIL,GAIL,,FUT,NSE,,INR,20180222,,,2000,,2,10.0,DATA
431,UBL,UBL,,FUT,NSE,,INR,20180222,,,700,,3,30.0,DATA
432,UNIONBANK,UNIONBANK,,FUT,NSE,,INR,20180222,,,4000,,3,10.0,DATA
433,VEDL,VEDL,,FUT,NSE,,INR,20180222,,,1750,,2,10.0,DATA
434,DCBBANK,DCBBANK,,FUT,NSE,,INR,20180222,,,4500,,3,5.0,DATA
435,GODREJCP,GODREJCP,,FUT,NSE,,INR,20180222,,,800,,3,20.0,DATA
436,MARICO,MARICO,,FUT,NSE,,INR,20180222,,,2600,,3,5.0,DATA
437,HEXAWARE,HEXAWARE,,FUT,NSE,,INR,20180222,,,3000,,3,5.0,DATA
438,HEROMOTOC,HEROMOTOCO,,FUT,NSE,,INR,20180222,,,200,,2,50.0,DATA
439,BERGEPAIN,BERGEPAINT,,FUT,NSE,,INR,20180222,,,2200,,3,5.0,DATA
440,BHEL,BHEL,,FUT,NSE,,INR,20180222,,,7500,,2,2.5,DATA
441,KPIT,KPIT,,FUT,NSE,,INR,20180222,,,4500,,3,5.0,DATA
442,TORNTPHAR,TORNTPHARM,,FUT,NSE,,INR,20180222,,,500,,3,50.0,DATA
443,SRTRANSFI,SRTRANSFIN,,FUT,NSE,,INR,20180222,,,600,,3,10.0,DATA
444,IBULHSGFI,IBULHSGFIN,,FUT,NSE,,INR,20180222,,,400,,2,20.0,DATA
445,BHARTIART,BHARTIARTL,,FUT,NSE,,INR,20180222,,,1700,,2,10.0,DATA
446,TATASTEEL,TATASTEEL,,FUT,NSE,,INR,20180222,,,1000,,2,10.0,DATA
447,MCX,MCX,,FUT,NSE,,INR,20180222,,,500,,3,20.0,DATA
448,BRITANNIA,BRITANNIA,,FUT,NSE,,INR,20180222,,,200,,2,50.0,DATA
449,CADILAHC,CADILAHC,,FUT,NSE,,INR,20180222,,,1600,,3,10.0,DATA
450,LT,LT,,FUT,NSE,,INR,20180222,,,750,,2,20.0,DATA
451,SUZLON,SUZLON,,FUT,NSE,,INR,20180222,,,35000,,2,2.5,DATA
452,GRASIM,GRASIM,,FUT,NSE,,INR,20180222,,,750,,2,20.0,DATA
453,PCJEWELLE,PCJEWELLER,,FUT,NSE,,INR,20180222,,,1500,,3,10.0,DATA
454,ADANIPOWE,ADANIPOWER,,FUT,NSE,,INR,20180222,,,20000,,3,2.5,DATA
455,MINDTREE,MINDTREE,,FUT,NSE,,INR,20180222,,,1200,,3,10.0,DATA
456,SBIN,SBIN,,FUT,NSE,,INR,20180222,,,3000,,2,5.0,DATA
457,SHREECEM,SHREECEM,,FUT,NSE,,INR,20180222,,,50,,3,50.0,DATA
458,MFSL,MFSL,,FUT,NSE,,INR,20180222,,,1000,,3,10.0,DATA
459,AJANTPHAR,AJANTPHARM,,FUT,NSE,,INR,20180222,,,500,,3,20.0,DATA
460,DISHTV,DISHTV,,FUT,NSE,,INR,20180222,,,7000,,3,2.5,DATA
461,ALBK,ALBK,,FUT,NSE,,INR,20180222,,,10000,,3,2.5,DATA
462,INDIANB,INDIANB,,FUT,NSE,,INR,20180222,,,2000,,3,10.0,DATA
463,RPOWER,RPOWER,,FUT,NSE,,INR,20180222,,,13000,,2,2.5,DATA
464,SIEMENS,SIEMENS,,FUT,NSE,,INR,20180222,,,500,,2,20.0,DATA
465,CUMMINSIN,CUMMINSIND,,FUT,NSE,,INR,20180222,,,600,,3,20.0,DATA
466,HCLTECH,HCLTECH,,FUT,NSE,,INR,20180222,,,700,,2,20.0,DATA
467,ORIENTBAN,ORIENTBANK,,FUT,NSE,,INR,20180222,,,6000,,2,5.0,DATA
468,MCDOWELL-,MCDOWELL-N,,FUT,NSE,,INR,20180222,,,250,,2,50.0,DATA
469,BIOCON,BIOCON,,FUT,NSE,,INR,20180222,,,1800,,3,10.0,DATA
470,OIL,OIL,,FUT,NSE,,INR,20180222,,,2266,,3,10.0,DATA
471,JUSTDIAL,JUSTDIAL,,FUT,NSE,,INR,20180222,,,1400,,3,10.0,DATA
472,JETAIRWAY,JETAIRWAYS,,FUT,NSE,,INR,20180222,,,1200,,2,20.0,DATA
473,TCS,TCS,,FUT,NSE,,INR,20180222,,,250,,2,50.0,DATA
474,AMBUJACEM,AMBUJACEM,,FUT,NSE,,INR,20180222,,,2500,,2,5.0,DATA
475,SRF,SRF,,FUT,NSE,,INR,20180222,,,500,,3,50.0,DATA
476,CHOLAFIN,CHOLAFIN,,FUT,NSE,,INR,20180222,,,500,,3,20.0,DATA
477,APOLLOTYR,APOLLOTYRE,,FUT,NSE,,INR,20180222,,,3000,,3,5.0,DATA
478,COLPAL,COLPAL,,FUT,NSE,,INR,20180222,,,700,,3,20.0,DATA
479,HDFCBANK,HDFCBANK,,FUT,NSE,,INR,20180222,,,500,,2,20.0,DATA
480,BANKBAROD,BANKBARODA,,FUT,NSE,,INR,20180222,,,4000,,2,5.0,DATA
481,GMRINFRA,GMRINFRA,,FUT,NSE,,INR,20180222,,,45000,,3,2.5,DATA
482,AXISBANK,AXISBANK,,FUT,NSE,,INR,20180222,,,1200,,2,10.0,DATA
483,SAIL,SAIL,,FUT,NSE,,INR,20180222,,,12000,,2,2.5,DATA
484,ASIANPAIN,ASIANPAINT,,FUT,NSE,,INR,20180222,,,600,,2,20.0,DATA
485,BATAINDIA,BATAINDIA,,FUT,NSE,,INR,20180222,,,1100,,3,20.0,DATA
486,TVSMOTOR,TVSMOTOR,,FUT,NSE,,INR,20180222,,,1000,,3,20.0,DATA
487,IOC,IOC,,FUT,NSE,,INR,20180222,,,1500,,2,10.0,DATA
488,ADANIENT,ADANIENT,,FUT,NSE,,INR,20180222,,,4000,,3,5.0,DATA
489,BOSCHLTD,BOSCHLTD,,FUT,NSE,,INR,20180222,,,25,,2,50.0,DATA
490,GLENMARK,GLENMARK,,FUT,NSE,,INR,20180222,,,900,,3,10.0,DATA
491,SOUTHBANK,SOUTHBANK,,FUT,NSE,,INR,20180222,,,33141,,3,2.5,DATA
492,HINDZINC,HINDZINC,,FUT,NSE,,INR,20180222,,,3200,,3,5.0,DATA
493,RCOM,RCOM,,FUT,NSE,,INR,20180222,,,28000,,2,2.5,DATA
494,KOTAKBANK,KOTAKBANK,,FUT,NSE,,INR,20180222,,,800,,2,20.0,DATA
495,FEDERALBN,FEDERALBNK,,FUT,NSE,,INR,20180222,,,5500,,3,2.5,DATA
496,ESCORTS,ESCORTS,,FUT,NSE,,INR,20180222,,,1100,,3,20.0,DATA
497,KSCL,KSCL,,FUT,NSE,,INR,20180222,,,1500,,3,20.0,DATA
498,MGL,MGL,,FUT,NSE,,INR,20180222,,,600,,3,20.0,DATA
499,MM,M&M,,FUT,NSE,,INR,20180222,,,1000,,2,10.0,DATA
500,APOLLOHOS,APOLLOHOSP,,FUT,NSE,,INR,20180222,,,500,,3,20.0,DATA
501,YESBANK,YESBANK,,FUT,NSE,,INR,20180222,,,1750,,2,10.0,DATA
502,JISLJALEQ,JISLJALEQS,,FUT,NSE,,INR,20180222,,,9000,,3,2.5,DATA
